Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,reg
VULAS,CVE-2017-13098,https://github.com/bcgit/bc-java,a00b684465b38d722ca9a3543b8af8568e6bad5c,bcgit,bc-java,199be1bdc892dcb3360af1b5a887a7e133d2cdac,92e69e4d52e61837b3feccb3630696143c969373,c869de47c90beba99f7f5c1eb3bd16e3188ab90c,FOUND
VULAS,CVE-2018-5382,https://github.com/bcgit/bc-java,81b00861cd5711e85fe8dce2a0e119f684120255,bcgit,bc-java,8825b2c2a3b341783322153136394007d39b718a,a31b5da08f488ff1290d553c19e4721c1219f827,f34635262a3781cafd6967c9a9a7d273b58ed812,FOUND
VULAS-M,CVE-2015-6644,https://github.com/bcgit/bc-java,25aca54734b861ef109ac4943c4a5f98c0c1b885,bcgit,bc-java,b114daa41aa8659bfdb4a1b53f403c2c237d55ca,0e57924bc001140731f1698e29aecd98bf0447d1,66fe4b15315b091466dce4383353f4606dd64996,FOUND
VULAS-M,CVE-2018-1000180,https://github.com/bcgit/bc-java,22467b6e8fe19717ecdf201c0cf91bacf04a55ad,bcgit,bc-java,49883825258f8111cfa8fe980223e52996604fa5,33bf2da6adf391dd19af113a1e12433e10fe46a3,5b18ffd6986cbda99fba51cc7cde36a3cce3e04a,FOUND
VULAS-M,CVE-2018-1000613,https://github.com/bcgit/bc-java,cd98322b171b15b3f88c5ec871175147893c31e6,bcgit,bc-java,0a702f116d8b670e03fa48afdf057f7c81b97f9f,db933fdcddba3eeb0503a1df3dd95c8f1b93ee65,d552276d5fb62a9baff7dca8e699f3980a7adbf2,FOUND
VULAS-M,CVE-2016-2510,https://github.com/beanshell/beanshell,7c68fde2d6fc65e362f20863d868c112a90a9b49,beanshell,beanshell,65a3c86837f0cff718fc9d389543e5ad59b527cd,a1ac7b4a3c3fee62f247557fdd0be609f7ec8a91,4d317f51db8e8d6ee5dd090d4b6d3dd1d77d08e5,FOUND
VULAS,CVE-2018-8016,https://github.com/beobal/cassandra,28ee665b3c0c9238b61a871064f024d54cddcc79,beobal,cassandra,6b00767427706124e016e4f471c2266899387163,4ef269d017db15ddf83466fa71e2bdb35ee98ab5,f84aed6d44976b1017b5139e151ac1ed701a0ca7,FOUND
VULAS,CVE-2017-1000498,https://github.com/BigBadaboom/androidsvg,44e4fbf1d0f6db295df34601972741d4cf706cbd,BigBadaboom,androidsvg,1c9dcb152130b0b8de59f9df4256fa349c695f25,bc3201920f6dfc66b3befc5a5f679c9b839acbc9,a5bf988d60276de8ffa88c9980db02750d922ab5,FOUND
VULAS,CVE-2018-17785,https://github.com/blynkkk/blynk-server,806bc7847a687203a904d24feb1a0278de889e62,blynkkk,blynk-server,4fb0d986d7f18a36fecef31b3714b7a1ae0d23b3,4112910947a1e96d902e19507b4d6aebf853de64,25a663946338faf1c1daa78aeb83ea7def5556f8,FOUND
SECBENCH,,https://github.com/bmizerany/sinatra,ed98aed36f448f6521b404991aee41161c6756e2,bmizerany,sinatra,01b1f4945e6e43aa670b7a68e6759fe1cb61b94a,91cafec437ed717923cc7bdd8f9307ecb3cfea09,0ab52943f5f0e15522bc152616b125576c628851,FOUND
SECBENCH,CVE-2011-3346,https://github.com/bonzini/qemu,7285477ab11831b1cf56e45878a89170dd06d9b9,bonzini,qemu,c3adb5b9168a57790b5074489b6f0275ac3cc8b5,b98d26e33327cf3009be5ead5d6dc8bc0c65dea8,f2c1d54c186c400ec676ec4d29ea4b8bf440c054,FOUND
SECBENCH,,https://github.com/BradLarson/GPUImage,5a1ea832cca2f9b402444af0ed1537f3df74199a,BradLarson,GPUImage,2f8e61c4ffcdfa93ee3d8f39f8110e61cfc3daf1,89c3ac8af4e23a99a05adfdda5885d7aa67f1b33,af781944b234c75516052275719bc703f0bdd9fd,FOUND
SECBENCH,,https://github.com/BradLarson/GPUImage,202ce483fcc474a60d358bd068317a415de93f86,BradLarson,GPUImage,bc1c59a195167863548423459f9ac9e13d201c0a,74d48b879b4debdb3960c16b1e71b9fed31d0cbe,d1e13fefbf12c3bec398418138a777086d6b6436,FOUND
SECBENCH,,https://github.com/BradLarson/GPUImage,307c8ff843353ae4db646b4e2293ab01ba53a073,BradLarson,GPUImage,d05b56b6c391e662599780998720ce9d3a0b899b,92a7b249c595385292082d91683bb6c8876b4f2d,fd203233242d320d5c73b006c75a5eaf2817402e,FOUND
SECBENCH,,https://github.com/BradLarson/GPUImage,a660bfd0d760e431b780badd4cb0837fe42dbb8c,BradLarson,GPUImage,6d00ebb32f6dd4ede5c65f76ad3157fd3e57c408,837b942b83be21a85cb850ef5dccbcb6403564f6,38c43c55de52b7e7d84b8c28871c2e31524f95bf,FOUND
SECBENCH,,https://github.com/BradLarson/GPUImage,62d2a9f25d30d3dadac0d69a0e92eab8517c382a,BradLarson,GPUImage,ae6337068d981d7c89e69668b73e5202a1ec58f4,b270f452755b5edb616c3579d10c41e3c9460013,5d7d9bf1a2252c9cb5d0a090864f5342c3d3e505,FOUND
SECBENCH,,https://github.com/BradLarson/GPUImage,d8f8a98fd4c291add6e577857ccb5079934530a4,BradLarson,GPUImage,a65f6629db953ecb11dfbb8ea6927d156c3338f8,d3ad6047ade5e44b0e59f43423dfcb1828f19581,1d36620847eead0e3068fb1dc8dee9a5f2ced926,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,819cd1d667090c5b0cee9fc525dd312fe647c978,cakephp,cakephp,d60191a1f6e396e94f63db43c41353a19d5dfda5,7be5349b0cf47c03b39a455a2d3cd9a4404777ff,b0a3a1a5aa6b86fe449b41bdf4a23ac37e69a139,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,92e3e09fdc218ebf8eb50e896dcb1728d02eadfc,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,ace586e36799610885bd0277b9d5c080ee24db8f,db1e7c13fb7f95afe46fa6e0f9c8b4f30d1df4d1,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,587a04ab84f2ffeb5bff7ab06a7790bc201581ed,cakephp,cakephp,aae0f762dd19c5bc2d171d7c8b06d63bebebe381,840af78cc8196c014cb14268c4b4ec0339bed191,f5593edba3145bcca415048d6791130948faa67e,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,d5bde3fe7a5a66044d4778ccffed0254e2fc87d8,cakephp,cakephp,aad72871a09b8b1bf750cde84d42e6a4f4fd7d2e,634cea24ebfe3e59d060e38cf1dc2d2fe34d95e1,a521291afd0c60dde6ea51d25ce09f7952359093,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,fcec8ef537e61573b9dfe43d2742c56b40473aaf,cakephp,cakephp,0c7720e8f8f795233b5809419bfa024c4bed9eb1,26a028258468b1a86c0dcd6328932ee715906421,2598d958dc77a87d76797ca395b036fbfc9044a5,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,f5ed91137aa3d288d554f37b97423de2c7fea088,cakephp,cakephp,b088daf045a19c818d427e28d752566f3e7044e8,222d19a43a60c2017864fc372d59ad11360ec779,08805f57b70ff5b742f030303b054b896f11fe1d,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,43db90d1b9cdcac0606b038332246eb463d2b839,cakephp,cakephp,23f559a4b079911bdf65ec922368ce81ec1461cc,7f44cc01b54ff11842b65613dd06466cb816f956,4c92cdcadaec797d32a6947f8031dd546a2a33da,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,813a3af19c8918b00ca1067a2c78886fa3bcd9bb,cakephp,cakephp,215333e56f32f06fd107966cf508ea5df4672ec0,42c2f3011bcef22b4ed13bf9197856e62d51faf4,71f76080a2a254bb203681b3db7047e665915ade,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,17e4eee73d84dbc5a65a4b9fae2adafdf6d46e45,cakephp,cakephp,2219991d3b166d2ecaa49ad5b78b0380aca9df2f,4b413f7e2c7cc0ebe7fa66bad80a26d945c376e6,c3090ffd98311a9ab0c414906e7dc48374fa303b,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,df5c02aa8fe8220e432fe72a3bff1e09a2239f85,cakephp,cakephp,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,4502edc63fff221740de9c0c45ddfe6dc6fb7bfb,20c31cbd929b06e338ea51969d6e5735340d069c,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,3bf2559081c6f47542cf1ee7e52b73976de9a094,cakephp,cakephp,5b86377839a97b9d5667a0a08f8e62a79f82a4f3,8fd01a12e8f2f58cb318e3eb606408c00b861841,41677c79a7e1c011758b4f70f6bba6d9a27bfd9f,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,abf1c69babdc6bb071bf4f6a26f60f091fa63283,cakephp,cakephp,7bdc47f797e8ce5b6251e1604d3229f5f9dc208f,c4b791243d6ec40e674a53fb35f1a6d51863090e,66ea5fcc8fe37bda24fccb28886e90f8442d4069,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,1545b730ae756c2e565083fc66624cc9fb949f35,cakephp,cakephp,ae3d082dd6e29607518e557590ae74b7d525ff60,a6e1fad620d872185a51b624140ff5c2157d1b7d,7e9218ccf9efbd3440353ce9eff4d16a842c3b47,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,c95def9d664dc5e25d4fa9ee7d182858956326a1,cakephp,cakephp,2109e03c30c42988e4623317d7d756040dd48bc6,185a832e22769af331b3c8346167fe7fc6cca5e3,570145d5685804c3e06093fab10c7e6da3192043,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,974ac44fb43a7ecba9f14d16a0c7e39530f14e88,cakephp,cakephp,613aa19d945a508c2aaae6470fe90c87806445e5,442245710bc1d5eff1aa7b4f4c98b0d47f2dfa6e,3b75fb1d06d79a00c88f4414d26bf16a40a44c3c,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,076b6f998c42613dd64206c0a1d0d4a6e2055efb,cakephp,cakephp,2c85da44da2c9bbf6fc4a52ba990660f554d320d,e2a2770d9f4c8f235c5e98d5c455b5f2abc727b6,485570de246eb869daea90b05ba9777dc7c085f4,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,c1680b2dede92d2c1baf9d9a6493c7af4dbb7bbc,cakephp,cakephp,318d7c1c1ff0e8dac79084a8ffc99d58ad0f778a,32d3c489554d148a27492b331ba71ba842f4c315,5922b68672a6b5f9315f08009fd5f1f4572346d4,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,6c905411bac66caad5e220a70e3d561b8a648507,cakephp,cakephp,46f8de72a2be00ab10ebbf6536a50b4982f34701,20c09860caa9e4029c4bf3ce890c27f0936a0230,d0b231c93b77a4d5a4f44e8761573635c120ee0c,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,69e5226fd2b3a9f6386527ef00159a03c53bbf0c,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,86eb46ca87b538e73fa05f11bdccc7cbcd61f543,f20cc8110b41d0b43a54690d06a6525815cf2ad0,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,fa86150d024f737d3b890396f6834cf1adbd92be,cakephp,cakephp,931ed118ded254cd33bbe66fcc9dc30dc8b9953e,f32760e2002d7b028fc17020bdf51ce25261966b,dbbd05d8506896121d13857126ab378fcb221030,FOUND
SECBENCH,,https://github.com/cakephp/cakephp,a08c09ab17e5b3e76eeee753917662a3e3691830,cakephp,cakephp,33a38118b69ef9289d95183ca24b968f33c33707,80908ec77831ce09965859fa143b2131e4bc921a,f65eddd18372873abec04880b39502bd344d1a7c,FOUND
SECBENCH,CVE-2010-4335,https://github.com/cakephp/cakephp,e431e86aa4301ced4273dc7919b59362cbb353cb,cakephp,cakephp,eb76ab95f23ba9daa2b97b365f63a783a7d302cc,3692f761e10d06ada1fb38981c184555e8f4af8a,829778dfb7aede1886b74e07310f835449e13da4,FOUND
VULAS,CVE-2012-6119,https://github.com/candlepin/candlepin,f4d93230e58b969c506b4c9778e04482a059b08c,candlepin,candlepin,9cd5d7020f813b4f12c672ed075c4d6c63e49a70,8099f5ce42936eb39a0cd61dcd801eb9d7df1407,77a68798054533ceb6e5c364bcf0b181200a1c0f,FOUND
SECBENCH,,https://github.com/chineking/cola,193270fa323d3c76839b751fbf664d79f0579fde,qinxuye,cola,5048d32a7de9242e20f781f749fb3d373b8a2aa8,2db28fba8ce2cee5e70f3fb4839264e96730006c,37bb4cb6da6d55356786556109dc3ffda5a737f1,FOUND
SECBENCH,,https://github.com/ci-bonfire/Bonfire,26d3cccc472fca71f4e945f6bc5994dc2879c520,ci-bonfire,Bonfire,e7800df796da60c2cac7ade0fd3949d6907e3664,19ac32fab712ff8c7378c21eeb3fee7fcb0917f5,d651ab7816121322effb9ae4759182f0c640f3d1,FOUND
SECBENCH,,https://github.com/ci-bonfire/Bonfire,52dc58de0ecc67374d112002eb31ed01cc43a11c,ci-bonfire,Bonfire,cbbbedc362a4bdf3887ae26dedb569bf123c9a62,b94641840a5afb715826baf8292b177626ebc0ef,f2fad94c877e0436eb16934a21c55d3edaf26d4b,FOUND
SECBENCH,,https://github.com/ci-bonfire/Bonfire,241e32380cbdfcb35ed3796fbaa59575a25aff1a,ci-bonfire,Bonfire,0ecbee35eda7be4ac27beaec295673d5b47a3728,cfdf282620e7955f46015713551ac5a68fae18b7,2b170eb4972824c735ec86f3f5ae459887008edb,FOUND
SECBENCH,CVE-2012-1915,https://github.com/ci-bonfire/Bonfire,b60ea88257c58d23c97ac95a4291dbd22d4c54f9,ci-bonfire,Bonfire,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,b09f44a0d2a7a9acd38d509bd4db1409ac974b05,53a996b4573d57737ce13e5bbcdc2f6192ea7da2,FOUND
VULAS,CVE-2015-3189,https://github.com/cloudfoundry/uaa,a79b89f6e4f66626914b029b7a15a423491f8013,cloudfoundry,uaa,cdf511ff9d3cbbaf31e7d16325ad641e62111768,4744cfe2c96a1e3c4065d19d3c11f9a554259c9e,484786a2f0dbf1d00bcd5f8d74d458c7b0f5cc80,FOUND
VULAS,CVE-2015-5170,https://github.com/cloudfoundry/uaa,a54f3fb8225ef7d5021ca7d4fb52bef1e884568e,cloudfoundry,uaa,8a3c0d9edd65f07883a5bea3fc61bff475c7d517,caa4aa3ea74df289c5563214009b0846230eda04,d9643bc1d3724d97b6b4de841919f47b023cf23b,FOUND
VULAS,CVE-2015-5171,https://github.com/cloudfoundry/uaa,9730cd6a3bbb481ee4e400b51952b537589c469d,cloudfoundry,uaa,cad9bdd3b3a642093a3e3e783ce7e0125fbf17c0,56266df194140f6a3b615aacb1599b3dfea96b4e,7ccbbc09801ed858d08116ac4f9119b3ebc1d073,FOUND
VULAS,CVE-2015-5172,https://github.com/cloudfoundry/uaa,cd31cc397fe17389d95b83d6a9caa46eebc54faf,cloudfoundry,uaa,7c70a85f4c7b5a9b1603bc57cab14a7ffef2168b,531892ec250f57445dfb1aa59a007b23ae57b713,6f811c8c6cbbce3dd1494fb959ecdf1846404e3a,FOUND
VULAS,CVE-2018-1190,https://github.com/cloudfoundry/uaa,96fe26711f8f8855d2994a531447f730afd61844,cloudfoundry,uaa,a6c6f3687137d387b080de59228fa52bf92c7680,4359a074dfcd0a505ba2d8466883e6a073d265e6,6672765785466a01b95ab55bf95043d85e2e0206,FOUND
VULAS-M,CVE-2016-3084,https://github.com/cloudfoundry/uaa,460627ed419e4227b10ff121248b3ffc009011a9,cloudfoundry,uaa,08c0e1fc8dbe5168144c4ffa26ee99dee1dd20f7,7c6a1eb7b3ce8972c181305cd578bbb3580a50e0,7d58d69877885bee6a931182382c4691e92f7ac4,FOUND
VULAS-M,CVE-2016-4468,https://github.com/cloudfoundry/uaa,b384a650a122e42d75e8cbb5624d0274a65cd848,cloudfoundry,uaa,4e7d8dd214069fa5d643ee64ed6e42bacd52acc2,6bed4d689ba840529de2c7172260c4ca46fc0491,5b0d5d526a4dba497f376354d8a03b24aff9791e,FOUND
VULAS-M,CVE-2016-5016,https://github.com/cloudfoundry/uaa,0a78612f981c541ad2d997e6a365f2a0b3e799d9,cloudfoundry,uaa,ddae2a131ab505ddf079a7db4289205098373244,c3473ce682a57ac86390381e523ddc0bffee0822,ef32661c5d4e3857661b93930d47491302eabbe5,FOUND
VULAS-M,CVE-2016-6637,https://github.com/cloudfoundry/uaa,cded6164a3b90e791688a954069aea3cfde59b69,cloudfoundry,uaa,3da1c165f595db24c526ba0446b487178e81182a,6d7fa9bb0629f28ed7bdb04d38211acec36623ee,51716b4d3cc45b547e2961bfb047b5c9fa9e87b3,FOUND
VULAS-M,CVE-2016-6651,https://github.com/cloudfoundry/uaa,96f702681676d829628a23db171ffa79a32f03af,cloudfoundry,uaa,9429d16935f204913a4ab60a3ba1811beafaab0b,127b18ab582d466af343b4912a66ad16a9877357,81b29794a143a17e9e6d7f4d2508e06898388316,FOUND
VULAS-M,CVE-2017-4960,https://github.com/cloudfoundry/uaa,5eab756eaf4bb397302f00fbd0273f2470009d38,cloudfoundry,uaa,0e3013bda9c13c630f2dd469368b93cb1b73f006,ca10d8d9d18c03d55a0f57dd1ccf3243d8fee85d,f11937a6e131bc5b25d276e633941f1dd75aea09,FOUND
VULAS-M,CVE-2017-4973,https://github.com/cloudfoundry/uaa,5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e,cloudfoundry,uaa,74a8e977282d7016c5c75420ac92f8793b8d387b,7c6a1eb7b3ce8972c181305cd578bbb3580a50e0,7d58d69877885bee6a931182382c4691e92f7ac4,FOUND
VULAS-M,CVE-2017-4974,https://github.com/cloudfoundry/uaa,74b9b270787aa602196d59d58893c3a6e09816f9,cloudfoundry,uaa,21dee620011210eda0202f7a15ec3ba04293758f,2dbeb9e93e076d71d7f0886dea9f77f23e0b8f3c,afb4a2f1946b11bae8f40f4e8a1c8a323d0289ba,FOUND
VULAS-M,CVE-2017-4992,https://github.com/cloudfoundry/uaa,4f942064d85454a4bcc4da04cd482d114816c14a,cloudfoundry,uaa,4292ea4ccd50c3cf9f497b25e3ccef685798e02c,5971a02eff667429d7c20b497ee57324d429515b,a4068d661cbef10ac2c029a144a411effab56707,FOUND
VULAS-M,CVE-2018-11041,https://github.com/cloudfoundry/uaa,f6362a8f1865314aa507fc5de772848b7e552365,cloudfoundry,uaa,d370654972c25049ebb126894b23af80b5fc863c,b16ffe0982dd483f1af296dbe568dfe4647adbe8,c1a10a915229e02b6e4f0e75f86efbb9271ed5f7,FOUND
VULAS-M,CVE-2018-15761,https://github.com/cloudfoundry/uaa,95b7d9e7fae534a362b98de1df5bf501cd52c481,cloudfoundry,uaa,46c122d45c9d62261b8e29dcf315740d39b752b9,39b8c4139c464428eae3ae8d3e5f5412c2744dc8,84790e957bce2194558f8c09537fa6860c35765f,FOUND
VULAS-M,CVE-2017-8038,https://github.com/cloudfoundry-incubator/credhub,632951898a2f1474f699094200367fb405397127,cloudfoundry-incubator,credhub,b3267689214fa3052005eb442c57ce03ceb74248,7e5601b5688299e01382348538dcaf8ff002f6da,3454578b4d8f98b213cd1c445161eac00c399f0e,FOUND
SECBENCH,,https://github.com/cloudius-systems/osv,92ff9880e07c7669c56912dc2d16378b7bcb6476,cloudius-systems,osv,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,e87ca49ffe9201bd42d594fc45781ca6b718d26a,43badb47ad71888f98bf7924c6a4763aa909ac9f,FOUND
SECBENCH,,https://github.com/cloudius-systems/osv,703bf08d72ef617b212632e038a93be0d00e879f,cloudius-systems,osv,c284a3f07339b344c40b70ad64d0d554d8738f84,53ccd7a27f0146ebf6e132157e53abe3d0d36285,72f795e6ec61e4ed6425bb4601912e152a1231b9,FOUND
SECBENCH,,https://github.com/cloudius-systems/osv,1b880d17faf273a3a49c121a3bf65c8c0617cd1b,cloudius-systems,osv,7166013b2927cd9a0c6bf080db07e04d4823f01b,7bc85515512c8f3db8f69c724c5647b0206cc60c,d8454263851a80059ecc167a2467540bf9112b14,FOUND
SECBENCH,,https://github.com/cocos2d/cocos2d-objc,a3002d3d416524c53da6534a819a41db8c952e9d,cocos2d,cocos2d-objc,b98703fb827297dadcfdb423ca181b92217bd504,ab598ad27b0001acda5552e99148a97411d8ab91,e8f35bf91788766d77701de8a7c2eaa557d8eda8,FOUND
VULAS,CVE-2017-1000487,https://github.com/codehaus-plexus/plexus-utils,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,codehaus-plexus,plexus-utils,86c37983bb2bd92b1df43fe73f321ffbfa155070,0de92b1259d4182fc9245db2dfa0b0fee356d425,c71baa8c55669bfaa4a72b81dfbc5f109a04e1af,FOUND
VULAS,CVE-2018-1002200,https://github.com/codehaus-plexus/plexus-archiver,58bc24e465c0842981692adbf6d75680298989de,codehaus-plexus,plexus-archiver,97c0d97504632a2a80b7d847bccdd9b37d27aea1,10c52d25b8be4fb7a2cf7b4a188179c0ec05ed02,fc80ceb506a4270b8721b2d2fdc95c0d03b254a0,FOUND
SECBENCH,,https://github.com/Codiad/Codiad,d76cf0f8627126b2f68f0d78e60d6edc58bac2ee,Codiad,Codiad,7b01d10681845cdf36e9b7641f91debe75c44eb2,6c1f038e894f762e543629307c38af129e24aed7,efc8de072cc58e436282ff5d7a652d59f54d6cab,FOUND
SECBENCH,,https://github.com/Codiad/Codiad,a88b18027568d9c6539ab91932da84a45cd44e6b,Codiad,Codiad,601e89d77bcef6796301c1b7a6b75a30e7c393e5,7b01d10681845cdf36e9b7641f91debe75c44eb2,c9967dbfe74c45b4df9818e91e64d9f384458f1b,FOUND
SECBENCH,,https://github.com/Codiad/Codiad,6e2ff815f1a6267fb33ee69f6bfe6dc24adfc3b9,Codiad,Codiad,c42d24cb48a83c19afa8a8ed770ebbad73fa7059,99c891428c470843680f6134c77bc6bb7582ec15,e05858bb14047aa055ab04786cd8e981b7ea053a,FOUND
SECBENCH,,https://github.com/Codiad/Codiad,7535bd5c2ec6a485b545c2a518d61099ef160f6e,Codiad,Codiad,763114ac0eaeac1339c31a3355f93591d69042c7,99761fcc56467a5db597dc6a61db7077ee70e710,e9cd625b34a97abdaa97f2c0e2536366373b3693,FOUND
SECBENCH,,https://github.com/Codiad/Codiad,dad3f56b0c5ccf02370fd4d9885b3ac4ace7504a,Codiad,Codiad,7b01d10681845cdf36e9b7641f91debe75c44eb2,e9ae385075928b2ef5cae57de4bdffaa10da8917,24d3b5dfde9a1eb62d34bac4bbe6665be949001f,FOUND
SECBENCH,,https://github.com/composer/composer,3a03b51ae324af0c886edcc25e3313787bd3cf68,composer,composer,5292f2b402aee06d51856ccd74e03665f1dc8d67,1d91e43587d2a01057e6af6b170346b722762260,5c7af783f6550f4ab09fda602c826635f6217d6f,FOUND
SECBENCH,CVE-2016-5385,https://github.com/composer/composer,34553804132ef6291bf2aa1c794a044cc09745c6,composer,composer,2f3db8c397bc717c4ee14f356eb7a8d7c35ce7a4,565e216afb9f410d96d7e78fb22d87b1127c6502,eb331cbcbe88b20f3350630cec584b3039a34a56,FOUND
SECBENCH,,https://github.com/curl/curl,1343756742463488c63453723b2bfe002e45c47f,curl,curl,ec9fa4f6b372e4e77fa741788e37a820bfa2ffc2,c40365e9b69c33edf9c8cc8fc624d43ad5772017,4b6d3a2bfdb46fd6a698b9218bbceea4ce865ac2,FOUND
SECBENCH,,https://github.com/curl/curl,1238edaeaf947b896aafd9ddffc8430dea179c3a,curl,curl,a9cd4f4ed49e1a0b79f8fc6a0cb129331fa04f23,a4eddf0d0dfb556f26201cc264a080f38e868f09,fcf9029179dcb24f18e2a0bc33bbad706c71055a,FOUND
SECBENCH,,https://github.com/curl/curl,c62d7944cf75f402d45523e3e415e44e83f5d733,curl,curl,716302c2cd59f96ecd96f949db92576d204cabae,ae58d84429b933fceda1fb48b8cf3c9d17acaae0,eb993c28ca4a9d11e803ce5f82320229c9b6ea6c,FOUND
SECBENCH,CVE-2016-0754,https://github.com/curl/curl,3017d8a8d8849ebd4feae4f5eae037cd55736a61,curl,curl,cea1fd7a9414b628e3b462b08ee3b64f24a689d1,63b26d889f58ba25fc45a2ff02ed41ea08c63dbd,4d8db595cab1222927a251a9b836ac4947b7d73d,FOUND
SECBENCH,,https://github.com/curl/curl,0796a993171f627d546c42a8fb28e906528cc688,curl,curl,2497c42172307485fb60100474b68c1620041df5,5c8521851f6f9c8b76e369ce87dd57e5ee6d38e7,6d3c9c8ab4754ea21622d65f11df403bbaf46e2d,FOUND
SECBENCH,CVE-2012-4929,https://github.com/curl/curl,fa1ae0abcde5df8d0b3283299e3f246bedf7692c,curl,curl,38ed72cd3733e0d809c4b7023151d3f06e7274ef,921a0c22a6fbf3cc7475bf3f833c0674688a8aaf,af45542cfe2a5300b67079eea976e01eec48345e,FOUND
SECBENCH,,https://github.com/curl/curl,affed6725ee58aa4dadb227d8033cc3a1dffa7e1,curl,curl,7f304ab84f560c9ddcd3ed1887bb4aa99a90bd6a,31443724c63d5c82b7ce9cc13528dc8388cfc0c9,0e7614919b4531a4e28fa9f26faab4eddb37195a,FOUND
SECBENCH,,https://github.com/curl/curl,5796c7b1322375da0fa15620ca1a9c825df0ab01,curl,curl,dc2ea33e32ba9aeecdcd33c0541a9e33a85774ba,9ceee69ff7d6139de759a4f25051e0d661e0c2b0,a9cc5ee0c6f7be7b30de6c0f0d03a1690e1669a1,FOUND
SECBENCH,CVE-2012-0036,https://github.com/curl/curl,75ca568fa1c19de4c5358fed246686de8467c238,curl,curl,db1a856b4f7cf6ae334fb0656b26a18eea317000,8d07c87be7ff63a071098c720f67800d31837d82,ed21701df3fc646ced9bbda6e6107fc6a8ce3af8,FOUND
SECBENCH,,https://github.com/curl/curl,1813a77b024d03b59fe5b591a5c5ecced02a9e66,curl,curl,d3d871cb4fe1512b689bb29cb49473cfcf91c684,8627618540f564a16334e30968b14134c81d3ef5,d9166028e5637ff08e8ec754926eaef93fee1fc4,FOUND
SECBENCH,,https://github.com/curl/curl,cb64c987a062a9c16ab997415a1440182edb069a,curl,curl,67d16160184493c6717e4e572fafed7467af4983,ea3cc81487ba16816ebce19d4d1d5c3753783233,a9b139b25cdd174d69f761a45b64b40ef244599d,FOUND
SECBENCH,,https://github.com/curl/curl,12e78a082eeb116c528572e6de51b7c4a0eb1bf1,curl,curl,9273096a8ab7e31921550b9f7b08eb2b32dcc35e,c560327f2627e7bec0512b4fdbc1c5903c6954a8,28939dd45cf0f21c039af961120ee25f2bd391f9,FOUND
SECBENCH,CVE-2013-0249,https://github.com/curl/curl,f206d6c055d1008f0edb6d5d5920f0f300b9983a,curl,curl,add37cc49f241212bc29d19f9f80700458df6794,8191800a0c8ff7b262535cbf1311d93ada2ee0c4,2165298fe6213609460345e466e3ca9d94324965,FOUND
SECBENCH,,https://github.com/curl/curl,a9cd4f4ed49e1a0b79f8fc6a0cb129331fa04f23,curl,curl,1d28efb9d1759bcbc81d28e462c2e3a5d60a17e4,357383159e9840c65a850e738dd95cf5fc02d67b,0ea1c281351ecc1290df16b87d9afb337e297c61,FOUND
SECBENCH,,https://github.com/curl/curl,686d767053e413feacb95fb7ddd9b3883984a3cb,curl,curl,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,c7d517f6d2fd056e50fa0cb345e22d6cd7917216,183f1531d3104acf453ac710b6dfc69b8bfc99a2,FOUND
SECBENCH,,https://github.com/curl/curl,2acaf3c8046ae2c340f628d1af5ecc9be105f875,curl,curl,9756d1da7637d1913b7ca2b589e4635f32ed3e00,c7f51ebeab8ac78e654e83dfb7febb84bf540147,9a820d7a987dab462fef32ca1b4ca5ecfd20c19a,FOUND
SECBENCH,,https://github.com/curl/curl,768151449b386488ac8fe869f48bf2930123d601,curl,curl,97857de80eea0b3028036c6796c2f485f4caf7d9,11ee9540bfa67b9304e2b7fedaf3bdc54fafac0f,f6319bd706ec1bcd4aefd84ff72265ad51562e3d,FOUND
