Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,reg
SECBENCH,,https://github.com/josh/rails,24d244c1bc1a744de599df18d74c9b343fd4c9fe,josh,rails,d3bbb23b2fdc6f597410e83e604d4919174aaa27,029fc2f6b4373e69d29d9817c15d340316df88c5,feac84521fd1c9356ed9f9086a600ca0d76d2e9e,FOUND
SECBENCH,,https://github.com/josh/rails,67d8bb963d5d51fc644d6b1ca20164efb4cee6d7,josh,rails,3a0b6c8e135e268c1550f93db1b63ba27457dec2,690dd2f64c01985ece8690b9ac1c1ff2dfb6d968,411613ab207d6ff61520ad78a10b046469db9a80,FOUND
SECBENCH,,https://github.com/josh/rails,b29e89368841869c92d706addddd09f436a3ea2f,josh,rails,c6372d604952a8eef16ce73a06814aa143b94779,d5165e5ab0829bd4cb0345f24ab619109cd1fbe2,3ce3b5b1f1f92d79ee015d246a9f62a725eca5ca,FOUND
SECBENCH,CVE-2014-0080,https://github.com/josh/rails,6256b1de9a2d968b0d123ad6a09b33de01019ae6,josh,rails,08d0a11a3f62718d601d39e617c834759cf59bbb,f96b410bc7e81fee98752dd7d715791fae5b2378,6ac33f9e4b4dbfe34f9884d7b262a7ba2c3356e1,FOUND
SECBENCH,CVE-2014-0082,https://github.com/josh/rails,33cb47ee488b2381d87f5bb36818cae5fa76c22e,josh,rails,1879c259b870938c42d5d52f63123bfa0b8c81c8,c0a12453418356a837c3f62709fac6fe948047a6,5b73405f2e78db94235de49bd2c297c60892bbcd,FOUND
SECBENCH,CVE-2013-1854,https://github.com/josh/rails,5dc2e3531babcbdc165884d1a47cbcd13455522d,josh,rails,6ea48ebfa68947ad66a516bdb7452e0faf3f70a7,aad432a9e91d991218276b5945d43e9dcb247b63,4745b53bcda400cf2e8cb4f2c0bf068f6d13c0e5,FOUND
SECBENCH,CVE-2012-2661,https://github.com/josh/rails,9340f89849606dba02f44038171f3837f883fd4e,josh,rails,344ea048659f2ba47012f0330183ea4a96752732,5bbc461fcbe18b0ab69c459a94cf0b58f5a4e6b9,6d8534acc032ab3a1ecbb88e9a0ce09d18734071,FOUND
SECBENCH,,https://github.com/josh/rails,79d50ce3104d2ff4a3964b12139120b85dce35e7,josh,rails,e40872fff9d17d10b56538376faa7a329cab8da5,4b6321efa9be103ca1e00c13dd9d955b076dd31e,f61dc0ef6511e585f0b6a8d02b00c17b2388b04a,FOUND
SECBENCH,,https://github.com/josh/rails,9f69ff12d44c4d1e475fd6efede120ccedba3b3e,josh,rails,d45e2c733d471b0c87f7cf721376ca4802450121,30baaac5465a352e78dac6330407a7b3460db180,9cfd1d44915f4615bbb760198cd01bf4dfc69f5a,FOUND
SECBENCH,,https://github.com/josh/rails,69fc0e1b5e6a3227576d67587c386142ef65854e,josh,rails,4751a8c51ff4b9766dcf8324347477095b7f940d,1ae0726ade841d761b63ce8e7de4e2d9adf8b689,a2da53f6a8fc51ede1ca636d2157916a7c9a6e09,FOUND
SECBENCH,CVE-2013-6414,https://github.com/josh/rails,2e3c3a87d81e16a2fed442c1cf31360f75737a83,josh,rails,46923cabe156852bac1ae99c4509ff2780eae2a1,0417bc83164422119ab2dc4da92ec6ddff5a3d2f,cf46c314e2909748b3a0319e3830c116fe6672da,FOUND
SECBENCH,CVE-2011-0448,https://github.com/josh/rails,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,josh,rails,6b1018526fb304727ee4191afc2d8a5e29e49eea,ec55f37027defae03059b46373f56954dd607014,e0b227102691dfee328c55f688384233faeb3384,FOUND
SECBENCH,,https://github.com/josh/rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,josh,rails,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,0ec88cd1c83bdd66d06c2b475e0ace6c41be475e,2186540f9160b47e075b9926d12d3a6843e95d31,FOUND
SECBENCH,,https://github.com/josh/rails,5ede4ce188d29aef94af78f27d89169ac4ee54cd,josh,rails,7cfa6c535bc54f16a3fc7fa39969d4410de3e483,7440a254c4e724a5bbf6a0f4c8edb6d8d0432433,93b7da478b81c93afd9410a506e5d37ad607b900,FOUND
SECBENCH,,https://github.com/josh/rails,586a944ddd4d03e66dea1093306147594748037a,josh,rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,393e98a85999878d832eaba2da42a8805aff54e8,d1abe806c54a0c0c845476715e47c52ca48cabab,FOUND
SECBENCH,CVE-2014-0081,https://github.com/josh/rails,08d0a11a3f62718d601d39e617c834759cf59bbb,josh,rails,f706d5f945c5751072bb90d080aff154e6858435,0576ec4ddd5f806c6ae98184d28391fc239db1ef,02399a1184d0f87b14af461fab731120d92c5ad8,FOUND
SECBENCH,CVE-2011-0447,https://github.com/josh/rails,ae19e4141f27f80013c11e8b1da68e5c52c779ea,josh,rails,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,35072161b5c116b17bee235b079148b770a27c8b,c08f30ff5fcda7e07cd9275a073acb2091e4b3f7,FOUND
SECBENCH,,https://github.com/josh/rails,75dcdbc84e53cd824c4f1c3e4cb82c40f27010c8,josh,rails,9f200fb296da721d50af53712d1e7998a5140e76,c2b6f63bbe2740fd63a36eeefe17d51813a17324,e3671422556ac61f39539264713ba9c04814b80f,FOUND
SECBENCH,CVE-2013-0156,https://github.com/josh/rails,2ced6f2f8a85957b160710ae5d9fb245a6106550,josh,rails,d99e8c9e1618f509bb35f052d4bd0d1848bce771,e89fff2f6b815529cf729fc8e900a8275c9514e8,81cf98d34268546532aa763b2837b3a4c87e60e1,FOUND
SECBENCH,,https://github.com/josh/rails,6e655732226eef6fa04d8fc0c4ee1f0436688c49,josh,rails,47134a04bbce216f9c31473b1a0c1a077d624692,93eaffe59b713e94424212540a8788f0b273f8eb,5b3b9b0ebcbe35038adaf7b1636032e6f436ed1c,FOUND
SECBENCH,CVE-2009-1904,https://github.com/josh/rails,c014c3e5c14beb71fa7c67f15448386d0ffaba28,josh,rails,b6fde6b4801fae26cdd0e790f6bfd06e7afe9941,a30eae10e4669dbea2a0aa878105b37cd115b41b,df5c4d65deb90b20dcbe8349ac9eccc248f58f8d,FOUND
SECBENCH,,https://github.com/josh/rails,98b0d3effa858f90ff7620370a4173fb34e7b939,josh,rails,f97e3ed1117940f1ec85348ab9a7a092316fea29,89eb53395b1f07da64a4510fe48cc79dbb775950,fe0df25f7b4e60cf7d98c5c6a640873d399f45d5,FOUND
SECBENCH,CVE-2012-3465,https://github.com/josh/rails,d8cf713afabbd0c3cf8d6674b2d1a7f7c2a0e98c,josh,rails,c63d17c2be04882cc0c7aed5cf2b5ba2f1ef313d,acec038b38dc248c5c2f350de69ab89d9b1402c7,c031016558d7be757c9216186670bf3418a1a6ae,FOUND
SECBENCH,CVE-2013-6417,https://github.com/josh/rails,4e9dd5378bd5bfaa095a96068c7d1b7c4f47e1b0,josh,rails,0c7ac34aed1845044cd1911e5a775366d7ca41c1,be0c45365c912240b4979150f8c1284916007bca,dcc1549512b2b20889c6bcd7f91485a002286d5c,FOUND
SECBENCH,,https://github.com/josh/rails,4818bb36ac1a2a98bc61839ba87a654a78faadbe,josh,rails,e4efa187f0e7e62dc99ca3028d47ef17833e6a35,01893f43f68f3cba24751022131d51702d188979,9852a724177cb5f65d5b37c0511cfacea2a3ebb6,FOUND
SECBENCH,CVE-2012-3424,https://github.com/josh/rails,fee0bc57385b564b2789d199969ac26409603188,josh,rails,90c9ae58010ee1a00c0eb5637533ed8b5e216ac2,549388c244a87562030268689fdfc051c680ec0d,7ee9addb6edc6d231ab5d95a24964a56b0b175d0,FOUND
SECBENCH,CVE-2014-3483,https://github.com/josh/rails,7df68a300c9395e3edf8c603b6fea3db9eaff003,josh,rails,f838caf350c3405ebdf10a6c6171adfa0a840905,c5536f9f00c7ead30de8d3d2f12d6d8fe2b79a3c,b5ec0fe3133531f0cce5b8707f2ac831fdc57bea,FOUND
SECBENCH,,https://github.com/josh/rails,70117b02949ccd724735aec8f4f19db4171e9e05,josh,rails,887870f20c347179aef0545ee2019c02ed9f74d1,11f6179f55d38dd54b69aeeb5bee9053194f0e84,542878304dd53bb8bd8962c61dd9404f2ba57ec7,FOUND
SECBENCH,,https://github.com/josh/rails,ba80ff74a9627f676b4c426587ce5ea487665e46,josh,rails,de0ed534f6055c365d05c685582edeceef1eafa6,bcff10adeccca10c75ef3c9539deb039c0bd775c,db69c9c12a4b24f6ca8bc186851cc3873303584c,FOUND
SECBENCH,,https://github.com/josh/rails,16669774903dd7bfaaf1bf8f0c72e49ebaeffeeb,josh,rails,1911f8eee928915f1020753a4a3ba34c81131a66,e162e912c9f2b3ed5789a2d262c7962a67fb6b5d,a19c260038a9b5b688a2e8d883b604983ac59eae,FOUND
SECBENCH,,https://github.com/josh/rails,2d02199e1581db8dc84361803950b1697f493fc0,josh,rails,4965b1b96163aa7bbc5f14d237683a12300e0798,abe91cb3bf1b408a23958e14a68077e56a5a3b84,3e5bb8693ac8583e32f7080db62fb23a280205cf,FOUND
SECBENCH,CVE-2014-0130,https://github.com/josh/rails,bdcd5f94b2efdf661f201917d63476c245aa7c09,josh,rails,e167a54785e319c526b638d591eaca0c4da93a54,a2a7f8bf2039447ea84e4457379a73260c452abf,3980d403ce230e589a06ac9f8af01a3e0113cc04,FOUND
SECBENCH,,https://github.com/josh/rails,eede82ccb980d9d1c67cddc6972a7125ddab1949,josh,rails,26238ac1731208949312f4f91d75011a2da30d49,c0bfc3f412834ffe8327a15ae3a46602cc28e425,ad0ec07f0076a0eb460332c2a98746864bd15c4c,FOUND
SECBENCH,CVE-2008-3790,https://github.com/josh/rails,ebfa43c423ac16bb699424d8d3db11855dd79a91,josh,rails,76797b443929005f43512a147e97f02f3145ed81,67ca9224d709e28bfd5802b1f44969d621b0ea8f,e64236882919a6696ff64a4e3e736955b4d09753,FOUND
SECBENCH,CVE-2013-1857,https://github.com/josh/rails,e115ace02a88290d2fc707b4979f23728c300950,josh,rails,db8b636e50ee8a138f48117e8e8ad057cc7527a4,e781faddca7523c6b700d03887b6603488128ced,38f8252e2d0a109d1b833d6b289cd989e7bfffe4,FOUND
SECBENCH,,https://github.com/josh/rails,4e3ed5bc44f6cd20c9e353ab63fd24b92a7942be,josh,rails,3dea8b580b9c67bb27c01290fb3b17f446544b78,67a605d3d4cf2a00b403bb31ca6c2dd98d2f04ba,79c491e838f83b027b093242cdaf22f47935c258,FOUND
SECBENCH,CVE-2013-1856,https://github.com/josh/rails,db8b636e50ee8a138f48117e8e8ad057cc7527a4,josh,rails,8be6913990c30f63618173da722148892348dcc9,fc0882ba5a0f18281736859718252042b15614ad,c88360ef3651702ca8f7f600e15774f51c84698b,FOUND
SECBENCH,,https://github.com/josh/rails,10a63e2a0cbdc1e8e4d7aef87afc868bd599ca94,josh,rails,f6de806537d60e94183f26cd6a16da426e84911e,d5902c9e7eaba4db4e79c464d623a7d7e6e2d0e3,eb921000a11bc87a3b001164fc367b84aee584c5,FOUND
SECBENCH,CVE-2013-4491,https://github.com/josh/rails,0c7ac34aed1845044cd1911e5a775366d7ca41c1,josh,rails,bea9c9b4c0f9bb7356ea2058118fe40495432010,65df7b376a1566d3d2fc5f11babbcda34ffe5a22,641611a690361c46b0c484d77379cecd70c869a6,FOUND
SECBENCH,,https://github.com/josh/rails,99e9faeda8f039d34e9eeab319e8adc13cb9bc86,josh,rails,d70d5219554b55b24586d559bd39d829317d523d,9ec42f963feea891d7066843c17cd46963440e25,ad482673d7c3c4fa93efe9b6a91c822d8010dfa9,FOUND
SECBENCH,CVE-2013-6415,https://github.com/josh/rails,b31a7a6f1ec3c74f75b4cd12386b08295287418d,josh,rails,2e3c3a87d81e16a2fed442c1cf31360f75737a83,ce8df43a36510590f028c810fa36fe277bc68b01,52bbff4e898ab00265580b34a06241d7d2c1571f,FOUND
SECBENCH,,https://github.com/josh/rails,3c0129af6d045654284f60db26124b9324d2fa94,josh,rails,a41619681f7bbf558989b377df8eb8987b694943,295a7fd1bb8f56a1c35162bb944c36357008001a,940404096fecd57fdece94d0a6cfe524f20a2aa8,FOUND
SECBENCH,CVE-2013-6416,https://github.com/josh/rails,bea9c9b4c0f9bb7356ea2058118fe40495432010,josh,rails,b31a7a6f1ec3c74f75b4cd12386b08295287418d,c4590d577c17ef8797ac620444d42c9ea7806d47,dfd953ea962675fdfd397a1e75c04b0536ff3c65,FOUND
SECBENCH,,https://github.com/josh/rails,4f002a1df3ee37349e278ba64ef29602ee637ac5,josh,rails,295806e11945a6fa052438a5ff8ef82cb262b977,35f5938c9128718a2c5515524c815def75a53f00,3e64336647fefe598ff3b0775401e2c2c5d378d3,FOUND
SECBENCH,,https://github.com/josh/rails,605aadb3cdba9f469e88c39c0cad7448d59a9f0c,josh,rails,fc042435a6f571684314d60e9605e3331b7435f9,42d70d98521741868dbe8fec23839dc9c9d543cd,913c42a6a949702c4305e03e0122f08306ef2b72,FOUND
SECBENCH,,https://github.com/josh/rails,fad83d8cbbbd0862a758a1c09c7dcc6f74a25d60,josh,rails,64249223ebb2b51814d8764c498b14a12d072b83,3d2bd6938586086fbce4d6c087e4f9cd528e0212,24fa524cefb64208c424bda9e2fd80a9e4199629,FOUND
SECBENCH,,https://github.com/josh/rails,39ca25f5c42470b4a446fa7688bce22767d82d79,josh,rails,2b096c7170bd8b4892fb3902741c8a4c21e962b2,ddd85ef9c6a6297a8ff28816d907bbbf2eae5856,9bac649fa4ca6f05795e7cab8d30049aa2410cb8,FOUND
SECBENCH,CVE-2011-0446,https://github.com/josh/rails,3ddd7f7ec9b156e4b7de4c23d448c2db98f30504,josh,rails,8ce57652b224c01d474ef20b27ea3c3838534467,d5578cd17716fbda11ec37ce7489699d191878a3,4287f6d456518652bb1a2035c9ecf96f1be28f79,FOUND
SECBENCH,,https://github.com/josh/rails,f92d6a07d0d01226fb80c82608d332843c01f2d6,josh,rails,44e6aa7e19928f401e8728ddc2f4d7f6e3d6e105,065e02d04b8c249a02b63a4de8e798c950c40a94,02a4ef7a05c0f5803254d3a2a10c2ec46971e27b,FOUND
SECBENCH,CVE-2013-1855,https://github.com/josh/rails,8be6913990c30f63618173da722148892348dcc9,josh,rails,5dc2e3531babcbdc165884d1a47cbcd13455522d,96b575d6dcea6c9c4a716b4929c319695afa59f3,1ea7a00bc4c2d28abb21a36ee09f44f5210b06f6,FOUND
SECBENCH,CVE-2014-4671,https://github.com/josh/rails,4003a5bd76ece6d5273e00bf9f468fbdcf9ce1d6,josh,rails,4c34ad37b2e15731ecf22686fa98755ca0c4757e,88219cc88aadf75fe57a1ecacbe92a7acef64145,1dcb1ccc9d3d4f41e8f1a76ff3465f708189dd2f,FOUND
SECBENCH,,https://github.com/josh/rails,68e4442ec720ca6730959681951f5862f97b5772,josh,rails,c5bdf6c5aee61848bee67b307287e2f28ddca173,e33fc9288e4204f6726225951134427326bf1c10,977c60eeeaaeec694d71d2b3baadd372f19f0b2f,FOUND
SECBENCH,,https://github.com/josh/rails,e63be2769c039e4e9ada523a8497ce3206cc8a9b,josh,rails,6daa46621b7145fcf948f48bed01d3cfe9221613,214d236e7d9967a887fecee6e24d4c96c4a344dc,111738737674121343fb1aba2f7883e682d205c1,FOUND
SECBENCH,CVE-2013-0155,https://github.com/josh/rails,d99e8c9e1618f509bb35f052d4bd0d1848bce771,josh,rails,efbb041fb0146d5f633c2e645217f3a734539f11,00eb09e016837e361fb9dcf6a46d1715ec59beca,efdc06245470fa7caf2a14f2cb59e8bf8c76de5e,FOUND
SECBENCH,,https://github.com/jspahrsummers/libextobjc,357e57fd89e727881befe718728de8962128cb6c,jspahrsummers,libextobjc,821599787089f794228cc8bfac6a1b97c3e6227d,7372eefbcc72df922396c334647bc8d73e158573,e09dc357874d9e056b6d30af12039093f700877a,FOUND
SECBENCH,,https://github.com/jspahrsummers/libextobjc,9ebea0bd45cb57c2f282b3773237622f9eb43ede,jspahrsummers,libextobjc,01a5c0372e4a14885916135997c846bf26b33348,39c509c11345260bffd6fafd8acce8d19a0647ec,a8f1472dbf206af0874c22cfc65f76be9a6006b5,FOUND
SECBENCH,,https://github.com/jspahrsummers/libextobjc,83950e5aaf16f6bbb4b7137e592088a0abd1cfff,jspahrsummers,libextobjc,74c5013532866bc80249f25214e6eb3378075955,b13e9cf7345d36f70119c0b923adde4a5d3f94f3,6c3ba4723353f216531e924369d0f1a50f575287,FOUND
SECBENCH,,https://github.com/jspahrsummers/libextobjc,75848c6b4d2443d4a3e873eefeae1f87afeb7ed1,jspahrsummers,libextobjc,32f82592642b2b7086c4c94231678f7411897e71,a3dc6c6f76dc32d2e060c62b73073cda85249f80,48ec33bb5baee73ffbec349a15d0db78bd28feb1,FOUND
VULAS,CVE-2018-12418,https://github.com/junrar/junrar,ad8d0ba8e155630da8a1215cee3f253e0af45817,junrar,junrar,00610e6ee75d5fd6be8cdfc1936a294295026469,734b4452369657b336629613ec54c56f7be5bae3,fed82462f74ce32dd2ee4cc5b330ec0889b09f44,FOUND
SECBENCH,,https://github.com/kanboard/kanboard,db88a00d48d1dce48b8700e460c06ff7fb344f0a,kanboard,kanboard,db69d5c429cf747e72c4ded26f3821e7f688bc13,b8f7532e5c7e8b8be3ab199fca3dadd0d22be4cd,23d862aef8891130bc7eaeaa25513a9895b44c95,FOUND
VULAS,CVE-2015-0899,https://github.com/kawasima/struts1-forever,212bb0f7c57617b7b9c44cb1e056bd1e597c8e16,kawasima,struts1-forever,b6f974288d16d53ab2a5cb6101d32bbddc187cf1,8995b5147dbcac24130cf6e413cec499b1a258d1,777cb0ffb96a4afd53416dcda56db3c3769954db,FOUND
VULAS,CVE-2016-1181,https://github.com/kawasima/struts1-forever,eda3a79907ed8fcb0387a0496d0cb14332f250e8,kawasima,struts1-forever,fdd9eb8f94ca75eb9effac9602b9d4ee0cb904b5,3b691cd3d3686572874d7c7165747c2ff996d970,b58f1f2433a51f1098231ee80ef3e07fbc3dd562,FOUND
VULAS,CVE-2016-8629,https://github.com/keycloak/keycloak,a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2,keycloak,keycloak,3d46b4c425d39b004566cc78164e1ffbe37d647c,2eae9c17a42c583616e566b138ac2b0933e6cffd,2460eecd7546c6eb98ae3a055d2246f8f485e5f4,FOUND
VULAS,CVE-2017-12159,https://github.com/keycloak/keycloak,9b75b603e3a5f5ba6deff13cbb45b070bf2d2239,keycloak,keycloak,20d0fa1b4ec32dbb037ccfc44e1909174ac9e11d,ca92bcbf7ff732a6f0e3e17ffd62a588fbaccfd1,fa35249afd2642b04fc8f8daecd1f3192605c012,FOUND
VULAS,CVE-2018-14637,https://github.com/keycloak/keycloak,0fe0b875d63cce3d2855d85d25bb8757bce13eb1,keycloak,keycloak,021e48aea4a5db0f128de7d9281dc37e648f9d09,28af722a8566bac4859e3de46013d089663ff754,4df7fd644d3d447599741904e245c0f15801ec33,FOUND
VULAS,CVE-2018-14658,https://github.com/keycloak/keycloak,a957e118e6efb35fe7ef3a62acd66341a6523cb7,keycloak,keycloak,0897d969b1327d07ad9a9411cbb8ba6aec8d5ded,1f5fedb0b02ea74507f48377a0d347218e2c9aab,42eed8145cecd1112c906108d15894312736ac09,FOUND
SECBENCH,CVE-2002-2443,https://github.com/krb5/krb5,cf1a0c411b2668c57c41e9c4efd15ba17b6b322c,krb5,krb5,0a97afba6986e2818cd26869704820e00efcae63,5f5d84a4c967a75b4ceece2392f7d2c327f02a8c,831f20c3d9468b756ee14f746d44fd17016b776c,FOUND
SECBENCH,CVE-2013-1417,https://github.com/krb5/krb5,4c023ba43c16396f0d199e2df1cfa59b88b62acc,krb5,krb5,6d6a8b0e1425b4094f417919ce9c49cc72b608e1,d8efc7a90ccb6469e6b2fa6c9bbd011575197dc7,6f95c28b301bb3dbdd14819e306dc4d5b2893a24,FOUND
SECBENCH,CVE-2015-8629,https://github.com/krb5/krb5,df17a1224a3406f57477bcd372c61e04c0e5a5bb,krb5,krb5,c546a30c7c9299a419f757768a3349bde09c9cd4,e5660eb769270f17d6f2f39fb5c1c56841929dd5,f6b17fe040a3d8307b478d6341def7639af20452,FOUND
SECBENCH,CVE-2013-1416,https://github.com/krb5/krb5,8ee70ec63931d1e38567905387ab9b1d45734d81,krb5,krb5,2fef06bf57bf317c72d6c91d332935b6fc2e98e5,174ea3254cfc3564243681cc4279b13445fc996e,e76681f6ef3a87a1b50329e22eb492ab0de326ec,FOUND
SECBENCH,CVE-2014-9423,https://github.com/krb5/krb5,5bb8a6b9c9eb8dd22bc9526751610aaa255ead9c,krb5,krb5,6609658db0799053fbef0d7d0aa2f1fd68ef32d8,96610ac6dbba9c229febc92d2270398ac477ca19,7a9f44f956e9f8349973ed67892bc7c3aae64488,FOUND
SECBENCH,,https://github.com/laravel/framework,9664db9351090271b20d2162c106c566be17cdba,laravel,framework,0964852338dbd918025838f7afa0591eff615331,f7c6b8998c5121254879082fd4e249c1d896057c,c17dd3ee3c291937b20cb3fec98c20628f4a2a50,FOUND
SECBENCH,,https://github.com/laravel/framework,953d0a8ba9827aee870f00afb3ca38721dea239c,laravel,framework,b9f072942bc2f98da3018fa3c3bceeb87288b442,69f8192f252239b471ba997cd3e93ae718be2584,e042f9591be5a1b003bb508d2a78c36f9b7c3291,FOUND
SECBENCH,,https://github.com/laravel/framework,65d9a061d9209694e8addd9c6ce94dcf5bfe7180,laravel,framework,91fd7f2b95c30af866838270beb91be9a2de55f2,b08260fd75df5fd3c68f3882956d35ba9278ed1a,bf20e4b3a5f3da84a03c0922c48b8713b900229a,FOUND
VULAS,CVE-2017-12197,https://github.com/letonez/libpam4j,84f32f4001fc6bdcc125ccc959081de022d18b6d,letonez,libpam4j,bf826bbb48a118b8e42c45cd87abb1cf415d4239,60f7ffc524b639d696d095625df3bf7df0fa709d,0de37648fd4c216f12afbfd2d8bc3dc2eb56963e,FOUND
SECBENCH,,https://github.com/libretro/RetroArch,b91527749e93aa70d51a727219e44e79fa8cc4dc,libretro,RetroArch,6a845dec645914a00441c66d6baf09d66cf22500,ca15e7190eba1a365a0b181ead86d59ccebeb7bb,5471e8cfa555513c5dd3f458acd8737cd04a8dd7,FOUND
SECBENCH,,https://github.com/libretro/RetroArch,062433491fb6d7f90e4eba03a3d8d943dd59de70,libretro,RetroArch,669599cfd7c2d316e9086d31e1ccaab5b5964adb,287c95ac8b37fab5ac777bb1c5de5c597d740711,8e638f435a37c46195aad1589ab024e443971d12,FOUND
VULAS,CVE-2018-11248,https://github.com/lingochamp/FileDownloader,ff240b883490a84744705f9b4165719d7633f902,lingochamp,FileDownloader,e8dd7724c9243b21181eb3d27a1715ed811ccfde,cd08d0a6764615ca3ee17299efc6999435178015,0bb240718432a70ad47bf0427eb4c69e2ce3a7d5,FOUND
VULAS-M,CVE-2018-17297,https://github.com/looly/hutool,9f8a801c7b98b75ee681c0988e1a58bcfdc21756,looly,hutool,fd77bb8718648f69a587046b735488a80123cc26,60f3970b04cb0e74382da07cbb967a4814f8923c,5cde1375178ae0a054934f93ee3bfb14ada8a351,FOUND
SECBENCH,,https://github.com/lxc/lxc,5371906219ff19886169612993efbb8e82f749a7,lxc,lxc,2802732032aeaabe8c793ae76112d9c8ba13ee23,41be52e8ab9e3992eacf6fcf3d9b7de968039665,4c6fb19b30e5edaa632ee07df0838e3bf2122551,FOUND
SECBENCH,,https://github.com/lxc/lxc,2802732032aeaabe8c793ae76112d9c8ba13ee23,lxc,lxc,bb1d227404ff96564877a04ef9299c63f608f543,ccb17e9f8a9d2dba34e94bcf6a58afd4ca1a02d1,60978799dfc0f0c10346cac01581254a260251a9,FOUND
SECBENCH,,https://github.com/lxml/lxml,b14f67842b88f2fcecb24166f1ffb7de156066b1,lxml,lxml,0af4cf494d4ee955366f9d4b059ad1f78ef60185,f8bdb7d48b5cf4403aa6bbbf10f5f8da6a4a510e,bf6824b4e82e2c4bd5f9ed246e5a4d8dffde1543,FOUND
SECBENCH,,https://github.com/magicalpanda/MagicalRecord,d56b7ecd5fd9fe4fd1e2efbae616cda4562a7a01,magicalpanda,MagicalRecord,0a735fc70682aea0338aca73d874b1a8cefc217a,347319011ce87690420716e82ab240d3b590b570,a2ddb92f867fa49564ec53dcfd2f4cc37f072abc,FOUND
SECBENCH,CVE-2010-3070,https://github.com/mantisbt/mantisbt,edb817991b99cd5538f102be26865fde7c6b7212,mantisbt,mantisbt,61e90d0653f1532010a00eddb70609395a42ec6c,432f58678e0b28a817521cec56ea770647d1ee25,509aedd9061d5137d202fd48131bf41a83e66121,FOUND
SECBENCH,,https://github.com/mantisbt/mantisbt,517cd271cc72b5ed258dd95d70dc42f8602338d9,mantisbt,mantisbt,d9db796f8973696bb606dc03ce42857f6d160d78,6f9964df1827ef03b495184a505d5cf3dd630889,684b27854a9b1f304075f48be8293e50417d35c9,FOUND
SECBENCH,,https://github.com/mantisbt/mantisbt,70b5022f556c9b9b6b0cd661e3357767a3b178c5,mantisbt,mantisbt,60a4d24a794a81e98dc044ce42a9e4b8fa754111,f182eefcfaf8a4842647b5ebbe615a1c3c7b8573,0c3cbbbce16cd483123f77e8b6c4306e59c6d310,FOUND
SECBENCH,CVE-2011-2938,https://github.com/mantisbt/mantisbt,7c8a564c5b0d29cf2345adb0593477069466b10b,mantisbt,mantisbt,fe9da540f09fe4d3473a302446c4a1ea11ebf103,d6d4d64e783fd3997218eb816885e3dba52b88ea,5d09a415673fe6bb76eec9ca05aa4ef8a697084b,FOUND
SECBENCH,CVE-2014-9573,https://github.com/mantisbt/mantisbt,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,mantisbt,mantisbt,75c87e679a3f7f9195c62d92cf02a64d80fc5288,35b21c348853ac05cf917f80b3d810493ae7a1f9,67d860e52e1e5750563a4d3a3a301f4d92f170aa,FOUND
SECBENCH,CVE-2016-6837,https://github.com/mantisbt/mantisbt,7086c2d8b4b20ac14013b36761ac04f0abf21a4e,mantisbt,mantisbt,b66af6d2ed9883c04e71ef132a3b36837f91fc62,b7ebffd620a57c150577af24bf6d46e9c6d091a4,64af35e47040a74bd9f8affdff7a25c6677b3f79,FOUND
SECBENCH,CVE-2017-7309,https://github.com/mantisbt/mantisbt,e881dd79df422033bbea88914fc0a717fae40358,mantisbt,mantisbt,ecef0e9b523a460709e8feedfce72f05bb30b992,1477ad1f6defbde883f3093a0e5e923051de3cd7,600dfd9b5cd73004a87b932b71d602030a1b1d0d,FOUND
SECBENCH,CVE-2014-9272,https://github.com/mantisbt/mantisbt,66c142dc3b652cdb07d61f2edbf3a798234ef48a,mantisbt,mantisbt,b35d343671688056efcb63c31b7ac7e177eedcdd,0d5ea1378863561875e151c1c4593feff4e87af7,25ec97fef236a550568cc8425d11a32b9584622b,FOUND
SECBENCH,CVE-2008-0404,https://github.com/mantisbt/mantisbt,294d34c3ad18a85e0b7ecf498d1679544e58da80,mantisbt,mantisbt,e1ac36d37af93685cc8203d4dc930cbed047e744,3de25c823c34e893082ff5955777cf1a25229247,656e3c31ef49fd96a80095e6851d30395f7a2e32,FOUND
SECBENCH,CVE-2014-8598,https://github.com/mantisbt/mantisbt,7d3dd4305a7ec19b351e6e63e823cffa17d40d9a,mantisbt,mantisbt,8961a6670e5baba75445e8a23331ab82e1d7618c,03b6b9bae5d18976e206cf4e4afec37158148a19,f32f4de0510de782b839053aff15bc3fdbf5dfa7,FOUND
SECBENCH,,https://github.com/mantisbt/mantisbt,58a67eef218321bed2d1584b092cce1bc73d4cc9,mantisbt,mantisbt,40840f412cf0166c2e7442d3d7fd2ebdac53bd8c,ce698631920a3035f460613b8acd1909b3e19658,65f3d0fa8f8c3b7c85996c8b16c702b924365529,FOUND
