owner,project,sha,sha-p,main(sha),main(sha-p),main(diff)
nextcloud,server,633d7826c9577ff687eae33d208f9f5faa9aa1b6,5c6a7172cafc395d38c58d1b5afd6b36efb33ad5,-35022.96077232171,-11386.98012091123,-23635.980651410482
yigit,android-priority-jobqueue,c73ee211f0dd45251e0b4a735ec325d9dc85e054,66363dd3c93066c8ddeb1728f25804ec2522ab09,2582.1877786341,1412.0563567790334,1170.1314218550667
phpmyadmin,phpmyadmin,3e20e329ce6c0a1986235f0d087021059769a1e1,a564d981e9ef5022d69b2720d6a6126c73c74637,-61598.12027943462,-72275.83377734327,10677.713497908655
vanilla,vanilla,b42e36fe097f1275046f7174fafc2da2289feb62,973515e6de2595ed475989c08001960edab180e6,error,error,error
joomla,joomla-cms,ca4531cc772e2c96e78aaa0ff65d30c1e5bffdbc,09c9cd873afe21dc5018b4be104a504490aa32f8,-21480.227154605436,-22427.992344461658,947.7651898562217
torvalds,linux,bcd3cca741a1bb28e78cdcc83551630ed83c8244,e445dd5f6745922bf4d8c18e1f071b28c5a061bb,error,error,error
vanilla,vanilla,681c3eee62dc255d2eae0713da1ff6d77670ce58,0630c700cf502973196687938c71747a58d3de95,error,error,error
deeplearning4j,deeplearning4j,1df8e4ec36d722ca93a47ae93fcb605c9979e2cc,93f320bb5e467d6d4779ee8068ae05eaaa5c87e4,11842.12908648226,-2041.3744813945075,13883.503567876767
rubinius,rubinius,a5e42f232927c274c46dc835b22b2b86ed24b754,35999eefcb9df64f81478b504f479f714bd897cd,-1604440.83072919,-935324.9880423399,-669115.8426868501
vanilla,vanilla,a419b10a28121c41137300818219054bbb4382da,a2059acde59f1d2596f698388c9438640abb30e6,error,error,error
curl,curl,c31451cf135f1290647cc6ad3d50e70bfe1b5aac,a8ec986981d6a218ce3abac27b9e0b0e76286863,-25258.06400553608,-53460.813205872364,28202.749200336286
Codiad,Codiad,31c23361dafa3b656d210c68c4612bd8443bfe53,763114ac0eaeac1339c31a3355f93591d69042c7,2802.1985351503463,-31501.389489943933,34303.58802509428
curl,curl,b13b9f33319a82529bd5382a60d7de48d8b5e98c,c4e6c33b13ba2968713a468736948b6364a50810,-35057.43488918416,-49270.514392883015,14213.079503698857
Graylog2,graylog2-server,fd4601b3d697631eab6df4c84293229282d57fbe,ac6493c909d78914d44800dc3c9b7428af80ae31,9427.7081536208,46457.19377828558,-37029.48562466478
mantisbt,mantisbt,1721c39a81e561553ee2bd999a81e71d6189d24e,cb23fb2486bfa5707a9acc6f1a1329b6588d94cd,-41440.21750041215,-53080.64147743578,11640.42397702363
vanilla,vanilla,dd847f2b17e0e9312d86509cb6015d06dd94aaaf,43ec3c51c6606e483642b4f639b9f13a673b13ef,error,error,error
php,php-src,832e2d0d8c8bb11644fe34ec1685fc68d9b3a475,395c0680434e96524fa56732cd6e9da7fd75e6f5,-13469.842141108891,-3993049.8001857316,3979579.9580446226
openstack,nova,6bb3c0035b8323bbbd675fe00ea3a631430e9c01,f9d23c69e25a2ce5e8c3a37d1e771d02c43cbfb5,21842.05671898186,17358.115007022014,4483.941711959847
pfsense,pfsense,17640b289b53c9217a0a2464052ed421d975eba7,034620d62ae1026679da444f860f0467ca572eb4,-130252.80401301614,-155487.21259446073,25234.408581444586
mantisbt,mantisbt,fd17695f02ccb5b0f426f94714f5fd1baafd96cc,a64a0d220a44ec7d26fce77154f7ee2a62337a95,-2588.2771108488782,-43220.35369572833,40632.07658487945
mantisbt,mantisbt,c99b2f3fcc4d3c176ee7c14cd30ef8a00f224185,f8b2510febf47700b3e29b4d0c746e2d16c29487,470.89228335155815,-42245.113500125735,42716.005783477296
curl,curl,29b75ca46f51887d503bfb453bcb349b7b8c920b,96ffe645fd2494f14780f7c105fcfeeb8ca7d94f,-35553.671499606724,-48235.884763836504,12682.21326422978
splitbrain,dokuwiki,4286c64e98499b93056c09498c10709f8909befd,634d7150e59d03e4a4987164bfe9948fb8828c70,-12087.268507352188,-8679.692251758073,-3407.5762555941146
fruux,Baikal,ef4be266fa7c74e6044a58231014cc2d1a8e63ab,95b18da309438712ffec7e8c1f20984b9ec1e232,8485.429238917299,5393.916486747821,3091.5127521694776
nextcloud,server,759b19775debc7dd3427267a6d711acf434d24fb,127796218314c6b1f19ba86f74caa913375aac8d,45903.56216352667,-12324.447675729341,58228.00983925602
FreeRDP,FreeRDP,4e4d2e11d43e8ac9e3eea65f23121300bb0cfb36,064bb8ec167c0fcf178466ae2e4954f3134f43d7,4419.938545884459,-5020.300871391657,9440.239417276116
josh,rails,ad129639c7e72c3ba686db6202a4bff2cb2cfbfe,8be6913990c30f63618173da722148892348dcc9,13412.910063415411,16827.126065981316,-3414.216002565905
tornadoweb,tornado,41a94730959d641e6c2c765ca631645327805c5a,7279a303d1c366aabd4facfc6b29ed46c3422350,31.848610228600513,659.9935962272087,-628.1449859986083
joomla,joomla-cms,99ed72d8f191325eba012e3c590b8626d9daed54,9a0446f5b3a377a590186cb7af8b05d7ecec8510,-1469514.4037516874,-22418.73529970106,-1447095.6684519863
mantisbt,mantisbt,07cda05be484384b0c0332cf75d013f70deff030,ecd12610576e71764a318d8ead1c753ab7a30d16,-1543.564562007888,-47500.11854111287,45956.55397910498
magicalpanda,MagicalRecord,07167a13dabd7a0348458dcb015af9cc579b2cc1,0a735fc70682aea0338aca73d874b1a8cefc217a,2826.410653965127,606.6035598215844,2219.8070941435426
moodle,moodle,6440286719e9a5fb1516b32a7bbe4beb104fb67a,9e1c2ba45c1672cd47e6f81cdcda61712c5cf956,error,error,error
josh,rails,231069e683a3d19c85db3bb53963ccdd666c2530,f6de806537d60e94183f26cd6a16da426e84911e,7419.34770378664,11814.027141583412,-4394.679437796773
ci-bonfire,Bonfire,49b907a2ccb1ac8308c078c7e0b4eba6d03e38be,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,-4681.253184709047,-4772.063548756198,90.81036404715087
owncloud,core,0ae931ed57ce8daa9df9129e95c2cd9524bae830,3c182bdb351cd0f7938c9f9f022b44b4e530664d,35746.6109075256,-12228.744298878955,47975.35520640456
php,php-src,b1fedd88db1de8a57e12e0f474e875efc9f1dec1,e8429400d40e3c3aa4b22ba701991d698a2f3b2f,-21461.355803676095,-4296934.301806957,4275472.9460032815
openssl,openssl,ef8938c3e8609c40e2bad1a1d72c77fc22c06f2c,05aef4bbdbc18e7b9490512cdee41e8a608bcc0e,-110642.80197151909,-109039.00455153747,-1603.7974199816235
josh,rails,b1bc3b3cd352f68d79d7e232e9520eacb56ca41e,bea9c9b4c0f9bb7356ea2058118fe40495432010,11941.437763927923,17547.219574103205,-5605.781810175282
cakephp,cakephp,259303d9359232742fe5330e1acb5ad69c5ebcd7,2c85da44da2c9bbf6fc4a52ba990660f554d320d,-3018.3777898104827,17472.16139805215,-20490.539187862632
owncloud,core,e0992c129732b352338b1f7aec16d1108fc26011,a7292e897a70a2f7e79f61396d4888cb694f0860,34251.057592253375,2903.8597789162,31347.197813337174
pfsense,pfsense,1ba100d452b333493014dbdfe9a0d7f04bbf0f63,64307806ab5b53a60a4343862f806be90e2eea79,-129069.22470876107,-125832.78031965141,-3236.44438910966
php,php-src,085e0fc51f7c0acfc226fc86e9ac43582326c194,99c56139c75b48914103bc2351b5422465f3f97e,-82856.44403851699,-3868417.273116546,3785560.8290780294
mantisbt,mantisbt,cc40d19bd164ed97ca7ec83e07ed6f02ca4ab69c,3be86ce37bb469b211663da03f61ac2b28500d91,-41561.95481680702,-52577.336473947136,11015.381657140118
jnicklas,merb-core,777d7685aaf8bca2617daa182d771b9f8aa195d8,30769309f5d6290ac2adaf410073bf37e2c1a2b2,2436.0450853765656,2759.5146194758227,-323.4695340992571
php,php-src,d990032b7a2f1566c7a8ea5bd98e3356451208b2,e315a162da99f59e82a5272714a6f3d4d724b037,-92026.5339214305,-4810393.3746671975,4718366.840745767
phpmyadmin,phpmyadmin,adbdb71e60b788ac10d134a5e0a099d35ca91ff1,cbcf740adbad341c05705de6506908f41a24fbcf,-100999.63904866562,-587476.130502708,486476.4914540424
realm,realm-cocoa,597fd9b0a1236f7d11c18ce387cf0ff1b64eb7ca,dd718fc2911f5321f1d8ca37d47632a3bea40739,-3433.455325298037,-1356.572104704541,-2076.883220593496
mantisbt,mantisbt,d74fe2270567fcf6df85d03774f5ed9ce80bae40,8f95c9e3fb3451bf6415206a9db17645e8f97752,-53652.481728850784,-77054.28297942915,23401.801250578363
ci-bonfire,Bonfire,80f227b43dfa077a91acee271f2b6b9c00053f88,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,3701.3315922038146,-4772.063548756198,8473.395140960012
openstack,nova,867d8e8d6f4acab17f3264bf3377720b85426b55,e5ed57dc3f93164ee8c09b13c60e7712736ad58a,25240.82230196123,20115.793553291132,5125.028748670098
google,google-authenticator,37205220dabc9e5d60e0a634e2568270e4773596,59d1b79139b5b29d652780fce1906cb632c2eab9,2194.284140410481,3327.267877769627,-1132.9837373591458
josh,rails,a38e653a6d512de3d22137cebc239d51f2513502,e167a54785e319c526b638d591eaca0c4da93a54,11650.373532521564,17787.071859753218,-6136.698327231654
phpmyadmin,phpmyadmin,9513bd1ebed011a530957c769a92d7bfc8d8df0d,a5716cb3892f1714a97d8808cde9229ccc8752c8,-59320.00323646513,-122204.53022447627,62884.526988011145
postgres,postgres,f472012a3257d022dd36c6b5e30ad8d223d0ccea,41f18f021a0882eccbeca62e2ed4b66c6b96e9c9,-4183891.086207584,-5322818.517982797,1138927.4317752128
vanilla,vanilla,f55c61fabeb07ea16ad60013b9431f84dee54b73,5393e0d28e2c0fea05585e103b660226680141fb,error,error,error
php,php-src,ecf0cbdf3b985c41bd79fc9a79a50ef37d2828cc,bbd6ab2054cbaffbc510a5a9e491a23898faaea9,-13170.22913366495,-3827188.920098793,3814018.690965128
torvalds,linux,293ca0f75415dd8373c716bf9755569daca7ba5d,70ad89a2508936c553d0222cc0b7c95648ee3580,error,error,error
Graylog2,graylog2-server,807784250430ba111cda8b9f12b08effc077e4f0,ecfeee91aa1ba1226c64513f7daff79d1c904198,51794.59176308532,15925.548140541201,35869.04362254412
BradLarson,GPUImage,96d01cd52be1a72f2726958b8eb97f49a5a0527f,a65f6629db953ecb11dfbb8ea6927d156c3338f8,-6188.480546680036,-396.194000151155,-5792.286546528881
grails,grails-core,875e222953e769bd3b4f09c5fa88924f944b480d,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,17601.33483272154,18047.891214520954,-446.55638179941525
Graylog2,graylog2-server,f561554da4c81a6525b4168f56a1c6fbb3d6469a,2d2e6f5e99fc5f830c19fe1724899acaded2ca02,4075.1087189551185,1685.5903621741802,2389.518356780938
pfsense,pfsense,239024ee663e7fdb7434d47106338708041bce12,d6a0379d291f5e98500776618559343f40254e40,-137839.65803512748,-96959.97458875214,-40879.68344637533
lxml,lxml,457e3f7e00865e5c3354d68d82142e96ae4290a6,0af4cf494d4ee955366f9d4b059ad1f78ef60185,1942.504420820833,2138.0786712757267,-195.57425045489367
micahflee,onionshare,2191965adc7c42edf4935a8deb2cd7fc82e25fcc,05ec78dc34cfd1ef92ace06be2d58c50d6090219,12362.129211553616,436.16857763771594,11925.9606339159
spring-projects,spring-security-oauth,b93364a3a5cd64115b7b96dd53616c986c09b87f,00afb535ce8736f26a2ac270fabb8dc62943b0cb,5020.12915219989,5937.742203134229,-917.6130509343393
nextcloud,server,b8cded675555ebfc5b175e6d2f1801a84042b5b6,d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,36551.86141638301,-86072.95188622912,122624.81330261214
realm,realm-cocoa,f20f3e25131502cec277f260953b30ef5afb7d4e,208094562f732387ff8e62d5994b5d311dfcdfe1,-1589.1364611009974,-985.5280175792485,-603.6084435217489
openssl,openssl,1e4cb467e1a6ea6925a4f4f2781f864e547ea032,7b3a4d610731929d4fde15411f9be9b883974980,-1395023.0079567023,-116903.10497797043,-1278119.9029787318
realm,realm-cocoa,20f7a1a73a07bc66adc314e698621491398f4822,7964a8970bd3ebd8d520c84d0d6fe3b258769a73,-1346.5381920380873,-2365.402480064718,1018.8642880266307
mojombo,god,4c1d9809788f1bfaa3f5dab970813ae4eadcc2c7,c173cedd248239b82f5e432b355a58e859d04b21,1649.9380728354445,1594.9682061151204,54.969866720324035
Pylons,pyramid,b60fe723898b6c9d16e69c0ea4bb4ced4bd4f55c,5a20b131b921362785dda87409ca8eb3a1a9c6a1,-35.945663785670604,-238.5861185322404,202.6404547465698
openssl,openssl,49b8142262247dcf6e0308e26cdb2d7f1bbafcb8,5dfd03812c54ca72d5e4f3d866f270257e6af082,-58939.93995296611,-110603.18638857346,51663.246435607354
mantisbt,mantisbt,dcaabec6c1eb242eb131dfa4566e0dc72c148f59,f21b56fa9060dbae9438b0d0dfb21dff090c1dd2,-75382.53862803792,-43246.50688694544,-32136.031741092476
rs,SDWebImage,bc29d0a7aee8cfed0457640f88fc27767f07060c,a8d5b3ec72a94fa9a9e632dbdbf8463e8bec923d,623.64239264285,555.1552509370499,68.48714170580013
travis,cosmo,ada3a3e3bc8d5bc0bcd7dc9f7379a22b7d95529f,07652f8431724abc038d2af89cb1eddb1e98c1e6,20947.290462836798,11849.097700467419,9098.19276236938
curl,curl,6e22b74253ff77a0ca2964789d740701a97a073c,9798432f567f1589f1da6216e2795ab10b733128,-17672.816529907752,-23166.4800870819,5493.66355717415
owncloud,core,3bc287ff6335842854c3d4058aad870654b50ad4,344299a074e135140262d051531f723be69c786f,32989.09451235563,-12055.99920694923,45045.09371930486
composer,composer,ebc3597be03ad2a39c338f5dc0efb697a3fec862,2f3db8c397bc717c4ee14f356eb7a8d7c35ce7a4,2279.5920461022656,378.3148495658426,1901.277196536423
owncloud,core,866d01f50da501d9712e901662df0fd124937479,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,-10911.894537092729,-12319.766169117323,1407.8716320245949
h2o,h2o,0550206ceb262b695a834c884f6af73966a45544,ea4816f2f12f0e821c4655584c08847b0aa1cd4a,-121.90553756236586,-3791.658327977144,3669.7527904147782
owncloud,core,c2d76d201075733a89d5167faf1091e589249a77,56c6e6a334caf690184c84bae290ea596f53c3de,36955.31869051675,1141.0449187212266,35814.273771795524
jokkedk,webgrind,ed09455bfbbb986a81ab107a4aa4e8b4b1d76042,077f79f13ddc8efa4cb10c2c041eb4b50037e0e3,-95.45602402735659,-95.45602402735659,0.0
openstack,nova,96c92508deb433cd9b04f9911cb9a4e628e72eef,e064d6d9f4bf7453a373a082f9bacebc60e201c3,22809.821944033043,21759.71946974906,1050.1024742839836
curl,curl,4548e0fe710305535e618e06a5dcf11825cdfced,b80490641414983404eda65095224535a41a12ec,-51503.91994422972,-40802.94433741004,-10700.97560681968
josh,rails,1182658e767d2db4a46faed35f0b1075c5dd9a88,d70d5219554b55b24586d559bd39d829317d523d,7997.768204921681,6036.400272835829,1961.3679320858519
Graylog2,graylog2-server,6443e7e5f4efa2f9dafa41a3b558f9d1170c1045,72cb5c1e17ee8b5e29ca314b308fdadfa7d59bae,19553.149141422768,1524.288160209669,18028.8609812131
pfdemuizon,phoneinreport,04b931ff7174fdf8fdf4c7995bb6ad466b883ffc,b548a2a2e9c6ab43bc19623514c796c5cf09ec18,1521.868745927525,1448.8673326393762,73.0014132881488
php,php-src,daf7528d901bd6948471891cd90b132e544b55c0,6477bb724e0c4e95dfc8f315cac4b7e7a692b0f8,-6947.917696697872,-4805849.114412643,4798901.196715945
josh,rails,931ee4186b877856b212b0085cd7bd7f6a4aea67,2e3c3a87d81e16a2fed442c1cf31360f75737a83,18153.307417843134,17546.96946267325,606.3379551698854
owncloud,core,d9c3de59c157ed131b82e61038e4dbd0566e0273,f0da7b20c12c14e0fbd9cddfbe7c5c26d43e2607,50583.38495134889,11366.69300940366,39216.69194194523
openssl,openssl,f6c006ea76304a52cf9212695525e1bcc6cf6c22,c1ef7c971d0bbf117c3c80f65b5875e2e7b024b1,-109162.8364327522,-1794050.5755595681,1684887.739126816
kanboard,kanboard,c405f99fc8b7420b3e69c633b3259756a1ceb2f2,db69d5c429cf747e72c4ded26f3821e7f688bc13,17490.145776661324,16548.596503884353,941.5492727769706
joomla,joomla-cms,2689014e94cb3e480dceb105d437786034c8d15f,3c38c18ac058796559d6a777789f39b4d492c362,-9844.98013291687,-26562.36077142981,16717.38063851294
mantisbt,mantisbt,4ee098cb8f869b97ea6f4fa190bab48766aac543,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,-43030.64367166799,-53134.28235965825,10103.638687990264
mantisbt,mantisbt,18513272663da025def2255beb16932dd046d060,f5ac454eb63fde102347a021a2af0c535033d572,-45902.4942669097,-82488.19345660454,36585.69918969484
owncloud,core,1d932e4c98d7a08d9e34e85112b77dc76ca65482,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,40965.538899795516,5703.919599921666,35261.61929987385
moodle,moodle,b52e55bb47a21fbb68fe400ce03273d895dcc45d,c8e564f5ff6a47a93eafff3c23fba955ad508dfd,error,error,error
openstack,nova,e8c5d1f536a7edf51985b72d4cde4deb87813a69,d335457f48d09c3d780c92413fe777030c1335e2,16170.628215518964,-11207.51803190457,27378.146247423534
moodle,moodle,fd7a8af50bc98df66ee1367a44a12b96a2e91bb3,3f08e9b98a4ef39a5ce4aca110aecaa3bc873b7c,error,error,error
torvalds,linux,694f5a1112959a6996cabdb6f8d3003e87dac8a7,b44540ea024b9280c9be9d055f084e0956bcfa44,error,error,error
chineking,cola,6232bb3737cd6ae3f15ab9b3d175d988d3ab7ab8,5048d32a7de9242e20f781f749fb3d373b8a2aa8,882.5529708829787,890.102332097478,-7.549361214499299
pfsense,pfsense,7cb5af21cf0fb59b1d6e8dedbea229af7c45e36b,53aca1fdc3f7683efd90472ed7be78f793eb78bb,-45535.69646404304,-61797.752337261234,16262.055873218196
openssl,openssl,bc91494e064ebdcff68f987947f97e404fbca0b5,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,-27025.13071610895,-110602.93819228304,83577.80747617409
vanilla,vanilla,09a3168a7f34150c223151743e791713dbb6c302,43d8c75dfb14040980c8ff2f1b8dc328ff65f1c2,error,error,error
joomla,joomla-cms,ddb2bdd466252e28cc26dd8e1d6297388df1d384,fb82a9ff4f1bcef944e66a93c98710c5774120b2,-12027.193407551265,-26880.562732673414,14853.369325122148
mantisbt,mantisbt,89f881b0c82d4ed7fab46f74bc9c45028bf6b00c,c26b34b6cf24f69ece52d3409fd16d659a767fc9,-62128.828309036864,-42247.28620100113,-19881.542108035734
edx,edx-platform,81b6d7579681f43d1a6dc72b327f987b94d8d1ee,1961189819282cc9341889fc928f06a340b71ae5,4848.925775244801,-256.70916432396587,5105.634939568767
owncloud,core,7f1ba86789acea5c5c5f72067ced062044216ee9,1f96fb3352ad43155586d6deae95bf889768ba05,12590.441825548927,30565.883981626983,-17975.442156078054
forkcms,forkcms,d2917554e79ff4ec5d06a895234d31dd19fbe4f8,44eef2274c69ee9b4d6c72d98f47f52e58011c65,19690.464702081128,-11500.745282433827,31191.209984514957
edx,edx-platform,870c30fde56fece9174dd4f17a95d1e9f9123dae,79c1cf19a065b99d896b81b292b588762bedc6db,29875.0101872329,1019.8376750925796,28855.17251214032
owncloud,core,b6d66c4727e50ab9e9ade0e804e3fda98a120dd3,9b3c4e8dc453a674c0f1aee8c60e9d7f24b34e49,-6030.126961325415,47548.47793292925,-53578.60489425466
joomla,joomla-cms,0b0e70eda6e50e45b326c7145902eeb8162955fe,840c8605e10d8ea92ee7f3304eb574f20147d460,-1490746.0545058735,-26864.771991242706,-1463881.2825146308
openssl,openssl,b3f6fe919a5bedaf5e91f2e971bff270f5fe1f7d,9cf315ef90d0cfeb8bb7a38873eea07a8f0dffec,-10094.01516353522,-1733805.2522949355,1723711.2371314003
openstack,nova,4442d8f7017868f64eacc6d8ad94620263b9a9c9,1cc5e933ccc29a88d09d2050e5224ee27eda767c,11670.09843079858,5992.841422998052,5677.257007800528
cloudius-systems,osv,36b915461a905e238717875875820ad28b17a5b4,c284a3f07339b344c40b70ad64d0d554d8738f84,-688089.0706226607,-854748.5308690373,166659.46024637658
nextcloud,server,94522586c1717a55a2cc0f052f32ed9389c659fc,dc41cf081cac227f0d73b56542fa6295285e170c,13284.603044091795,3939.929728040112,9344.673316051683
splitbrain,dokuwiki,d66e3ddfed27523627d33cd17905445d27688afa,0e1a261ed103bc8f11934d76ec8c7ec412f02220,-5106.066156395043,-8663.164968794217,3557.0988123991738
realm,realm-cocoa,ea7d807dd4a9e83c661d4cc36c9d7ea8495b5005,d24a6b33ee7048dca2e6cd94ac3ed4a2904644d7,-3888.79031465324,-1043.188090373168,-2845.602224280072
mantisbt,mantisbt,ae3f255f81cd18b6303b9dd0842e27be742a1c5b,4b0e0d5d5494c347a8dfebb35605a73a457a2d00,-53884.45688986206,-82212.1200486329,28327.663158770847
grails,grails-core,dfcc8d8ef63a436573b200567a9747a789882648,65c7ad979545b9f5e8781b0c5eb0266fad2f366b,20571.26663783921,16634.08797263349,3937.17866520572
cakephp,cakephp,3773311cc07ffd3bed0a0a9cf95ca69bafc74782,318d7c1c1ff0e8dac79084a8ffc99d58ad0f778a,340.86094979351924,25604.586658263423,-25263.725708469905
Graylog2,graylog2-server,576beabd2b4672396008e6bdf8d7cee95bcfc656,41a0ddf23af453aa80af1580229261fc9646b4dc,17469.37518268763,17748.685366819038,-279.3101841314092
mojombo,god,08afd2f031e6b96998fd3f5d4147ba9b6c0cd282,1f23f631322fa83353ce06f671cb9ad5a779ef4a,1402.8051009535086,1487.5086907869,-84.70358983339133
MISP,MISP,97a499a93cc0be34ce30c27a201f2a05e0050cf9,8e8f41ab13e574ef2b98408229dd5cf4613afb9a,-5865.474411719305,-43375.8905861304,37510.4161744111
toretore,barby,8c86476e4821a6dd6936a587f1d4b65de8ce73de,cd497a93b52f97ffe2aa8f196b8926affbdc7291,1131.0159328594987,997.7371079016859,133.27882495781273
cakephp,cakephp,3fc40228c42f2f111fbb49d04c00b482791390d2,46f8de72a2be00ab10ebbf6536a50b4982f34701,20198.26505550698,-366.28664646656546,20564.551701973545
rubinius,rubinius,ff4a674fea1ad5cee02695f9c9c3c96d5659c934,aee7f2b9289f4d9cf77d85281b04bae8e0f8681f,error,error,error
josh,rails,8afa725f4b98a6e0ceee4792e8ebaebb6189e5f6,a41619681f7bbf558989b377df8eb8987b694943,6665.424880748835,4828.819704813401,1836.605175935434
mantisbt,mantisbt,0b3b459c7a0d0e92c99ea8e0798e9945ef4d05c7,8bf42a625ee0d2372810acbde33be7a7fcc2aa17,-82169.3311319467,-79482.71113278072,-2686.6199991659814
cloudius-systems,osv,53e4a592e89085ea1786cf785e92e4a799283986,7166013b2927cd9a0c6bf080db07e04d4823f01b,-830628.5647078364,-788964.3723070342,-41664.19240080216
mantisbt,mantisbt,f03ce5678c2ad3517525c95b56c2332229cfeaf9,f61a4ab229059f4a424609bc20757b7bd6c56f9b,-47751.64174851404,-32263.685982859704,-15487.955765654337
moodle,moodle,fc9d19645412c0ed25a10b17c1658dda81c37c10,59b292077867dfa0d942da8ab565f29e3fa89b03,error,error,error
slimphp,Slim,cb2b8e1861e49ce9e9d00d682976c648eb1cc53f,09545b50a6c1bfb10d1ab7bac60592b8a78a3e2f,930.5374135952768,1211.1443337331266,-280.6069201378498
openssl,openssl,ea750b59297a7be5ed23d9ae579a3d69b6491c2c,1250f12613b61758675848f6600ebd914ccd7636,-117522.15401784403,-1879837.9764621148,1762315.8224442708
vanilla,vanilla,bd1b9fd993333703e4281f2ba9ab1dd432ece52a,925c49545ec942992adf7eb1a7993a69d39e5ef1,error,error,error
moodle,moodle,496659193fcda66b798befc29b34b23220844c63,7d8f881a493c858366ccb9d27e7f727fd77da439,error,error,error
MPOS,php-mpos,3849454a2ea25771dc5769a47c3a6e8aef954beb,9ccb5e15bc2383c30e160b0fd3a71b84e6b14acb,-5855.352401298455,-15466.462148204524,9611.10974690607
forkcms,forkcms,7864f40075a3e4738cabc66c253b68db3407364e,4462ca5cb984294d3212e11a2aa8ae8adca094d3,-2393.4123957791708,-494.3594518488177,-1899.0529439303532
php,php-src,28011fd14f9101adcfa92209039be6b218df5195,c374b80dda6e07f7dbc1e43a095c075beee6ca5f,-17486.356028228925,-13181.192307906373,-4305.163720322553
cocos2d,cocos2d-objc,4332b6b0a2d433d91059f52dd5f022f564cde1f0,b98703fb827297dadcfdb423ca181b92217bd504,307.6379893048408,4191.798357037011,-3884.16036773217
moodle,moodle,47c8b68c7c1da04ba3598e479a3f99ea24e0ac32,066ec13585c78c4deb74700387c815a7297c996a,error,error,error
moodle,moodle,bb49f77b84ef80178bc876a46ed9d11c234bb9e5,36ea9a6c98505cbe34c2af0be6c984be97cb0656,error,error,error
schematics,schematics,3f34e5a7ef47d73f42b1960de6232e34dd390da3,126010dca719601837205348e1959723f1515a51,16.29406282787526,160.90488636936556,-144.6108235414903
ci-bonfire,Bonfire,c9fc269026a415a217fdb0102df875523a279ba1,66fdc596915721cf699448233e2eca756c59f4f6,-4090.9530458223294,547.0733811907567,-4638.0264270130865
owncloud,core,77ae2d6fc4527726c3f01206678f7c33768a0420,564b0358f91df832afdf3a0fd27eaa349508c964,28559.123853881156,-12260.116484222679,40819.24033810383
josh,rails,6f0b1ae04e2d4139563287140a81f553d9f46a7c,b31a7a6f1ec3c74f75b4cd12386b08295287418d,17164.30473064294,17547.219574103205,-382.9148434602648
josh,rails,4359bc6a7a6437899cca4ff7f719be8b29f0b6b3,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,17473.264579361785,13970.214731575688,3503.0498477860965
openssl,openssl,df758a8569efe9e124baaa16aba4ac3fc35bbd9d,7ead0c89185c46378e3ed85c0012d083f4b3039b,-95219.60158098994,-91448.86257601294,-3770.739004977004
cakephp,cakephp,850edf47a0d0f019d204e80a76156686f11a2847,545f4d281141951565834c02745a4994c087e749,375.1255689911822,-1085.3983524943994,1460.5239214855817
cakephp,cakephp,7349342044a50c194c8427d2c7ef418d20e02631,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,21182.489761730136,21111.427900925948,71.06186080418775
mantisbt,mantisbt,5780543996dd959ca661cd9f31c09710a8c2ca6f,880db8239af02a76994eb923e12d59f247ea0591,-59506.134450196405,-76894.28446207326,17388.15001187686
torvalds,linux,7468722b681ff4ea3f2cb612a28943c01c1b492a,bc19b9a81da009fd1d797d756d41b518ac7e5f14,error,error,error
WordPress,WordPress,fc932087d46b0e62b1235c13b50ed20b9bd1690e,3b1ee8f5abd84cf5ac2ed3a04614db304a6fee91,-10480.016492999337,-6883.52379861733,-3596.4926943820074
josh,rails,3204bbf8798e3203faad59bf26c3a6b3cb3de4e6,295806e11945a6fa052438a5ff8ef82cb262b977,17394.439428719994,17342.39817408315,52.041254636842496
openssl,openssl,db22e5faa6f973397505d34b1ad962116ac7a9a2,c31dbed70c0be1578276367a1ba420ac935d0c68,-131940.14200739222,-111623.57287011587,-20316.569137276354
gitbucket,gitbucket,599a8080540b7258936f95776987404dbf34fcb6,8643bfeb374be233ed4b734bf082fe2db9499155,2582.201647610787,1888.0939945674713,694.1076530433156
forkcms,forkcms,9d92651e01080b6c7974e4ce38c644db6f71f2ec,bc555f7f1857ebaa70b20405d54cc551e7942c11,19106.67782485798,13684.616758535818,5422.061066322161
spring-projects,spring-framework,28a966f544468d53ebff74015133e5cb91a6a06f,5915b23e8a347de4488c1a2494cc3111f31431b4,-270816.4054131087,-67753.66988751176,-203062.73552559695
bmizerany,sinatra,e153415527c903191ae64cb5965fc33cb30b1a7a,01b1f4945e6e43aa670b7a68e6759fe1cb61b94a,700.1220850927635,-527.4598870231306,1227.5819721158941
