,owner_sec,project_sec,sha_sec,sha-p_sec,main(sha)_sec,main(sha-p)_sec,main(diff)_sec,owner_reg,project_reg,sha_reg,sha-p_reg,main(sha)_reg,main(sha-p)_reg,main(diff)_reg,pattern,language
526,mantisbt,mantisbt,a2ae23486eecc690325c8f3b0e76e3118286cf58,8f95c9e3fb3451bf6415206a9db17645e8f97752,-77058.1890981519,-77054.28297942915,-3.9061187227489427,mantisbt,mantisbt,d74fe2270567fcf6df85d03774f5ed9ce80bae40,8f95c9e3fb3451bf6415206a9db17645e8f97752,-53652.481728850784,-77054.28297942915,23401.801250578363,xss,php
527,ci-bonfire,Bonfire,b60ea88257c58d23c97ac95a4291dbd22d4c54f9,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,-4772.556867122611,-4772.063548756198,-0.4933183664134049,ci-bonfire,Bonfire,80f227b43dfa077a91acee271f2b6b9c00053f88,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,3701.3315922038146,-4772.063548756198,8473.395140960012,ucwkv,php
528,openstack,nova,fdb73a2d445971c6158a80692c6f74094fd4193a,e5ed57dc3f93164ee8c09b13c60e7712736ad58a,20109.800472431256,20115.793553291132,-5.9930808598765,openstack,nova,867d8e8d6f4acab17f3264bf3377720b85426b55,e5ed57dc3f93164ee8c09b13c60e7712736ad58a,25240.82230196123,20115.793553291132,5125.028748670098,csrf,python
529,google,google-authenticator,eb7748cded7b14b907b7ebdec0581b6bb1e7e77e,59d1b79139b5b29d652780fce1906cb632c2eab9,3327.267877769627,3327.267877769627,0.0,google,google-authenticator,37205220dabc9e5d60e0a634e2568270e4773596,59d1b79139b5b29d652780fce1906cb632c2eab9,2194.284140410481,3327.267877769627,-1132.9837373591458,ml,c
530,josh,rails,bdcd5f94b2efdf661f201917d63476c245aa7c09,e167a54785e319c526b638d591eaca0c4da93a54,17665.965905052257,17787.071859753218,-121.10595470096087,josh,rails,a38e653a6d512de3d22137cebc239d51f2513502,e167a54785e319c526b638d591eaca0c4da93a54,11650.373532521564,17787.071859753218,-6136.698327231654,pathtrav,ruby
531,phpmyadmin,phpmyadmin,c79375598d46552fc1717f798a6560f9a1cdc102,a5716cb3892f1714a97d8808cde9229ccc8752c8,-122204.53022447627,-122204.53022447627,0.0,phpmyadmin,phpmyadmin,9513bd1ebed011a530957c769a92d7bfc8d8df0d,a5716cb3892f1714a97d8808cde9229ccc8752c8,-59320.00323646513,-122204.53022447627,62884.526988011145,xss,php
532,postgres,postgres,fcd15f13581f6d75c63d213220d5a94889206c1b,41f18f021a0882eccbeca62e2ed4b66c6b96e9c9,-5324511.086292712,-5322818.517982797,-1692.568309915252,postgres,postgres,f472012a3257d022dd36c6b5e30ad8d223d0ccea,41f18f021a0882eccbeca62e2ed4b66c6b96e9c9,-4183891.086207584,-5322818.517982797,1138927.4317752128,injec,c
534,php,php-src,398c6e6d1153ca2034a152977d1700629b146e43,bbd6ab2054cbaffbc510a5a9e491a23898faaea9,-3827250.9890763992,-3827188.920098793,-62.06897760601714,php,php-src,ecf0cbdf3b985c41bd79fc9a79a50ef37d2828cc,bbd6ab2054cbaffbc510a5a9e491a23898faaea9,-13170.22913366495,-3827188.920098793,3814018.690965128,ucwkv,c
536,Graylog2,graylog2-server,4952a08b81be428b28975523abab29cdd8a37c1b,ecfeee91aa1ba1226c64513f7daff79d1c904198,15925.548140541201,15925.548140541201,0.0,Graylog2,graylog2-server,807784250430ba111cda8b9f12b08effc077e4f0,ecfeee91aa1ba1226c64513f7daff79d1c904198,51794.59176308532,15925.548140541201,35869.04362254412,ucwkv,others
537,BradLarson,GPUImage,d8f8a98fd4c291add6e577857ccb5079934530a4,a65f6629db953ecb11dfbb8ea6927d156c3338f8,-405.8375740619598,-396.194000151155,-9.643573910804776,BradLarson,GPUImage,96d01cd52be1a72f2726958b8eb97f49a5a0527f,a65f6629db953ecb11dfbb8ea6927d156c3338f8,-6188.480546680036,-396.194000151155,-5792.286546528881,ml,objc
538,grails,grails-core,c1d13410a0a8d88841b6afcae7a7bfa0ebf5bad7,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,18047.891214520954,18047.891214520954,0.0,grails,grails-core,875e222953e769bd3b4f09c5fa88924f944b480d,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,17601.33483272154,18047.891214520954,-446.55638179941525,xss,groovy
539,Graylog2,graylog2-server,0daaecd63895bfa683656d14d8bd0c3fb42f6cfd,2d2e6f5e99fc5f830c19fe1724899acaded2ca02,1685.5903621741802,1685.5903621741802,0.0,Graylog2,graylog2-server,f561554da4c81a6525b4168f56a1c6fbb3d6469a,2d2e6f5e99fc5f830c19fe1724899acaded2ca02,4075.1087189551185,1685.5903621741802,2389.518356780938,ucwkv,ruby
540,pfsense,pfsense,002bc4ab3268e6e5cb3a01ce73a4c1624d09050a,d6a0379d291f5e98500776618559343f40254e40,-96964.5678435695,-96959.97458875214,-4.593254817358684,pfsense,pfsense,239024ee663e7fdb7434d47106338708041bce12,d6a0379d291f5e98500776618559343f40254e40,-137839.65803512748,-96959.97458875214,-40879.68344637533,injec,php
541,lxml,lxml,b14f67842b88f2fcecb24166f1ffb7de156066b1,0af4cf494d4ee955366f9d4b059ad1f78ef60185,2138.0786712757267,2138.0786712757267,0.0,lxml,lxml,457e3f7e00865e5c3354d68d82142e96ae4290a6,0af4cf494d4ee955366f9d4b059ad1f78ef60185,1942.504420820833,2138.0786712757267,-195.57425045489367,rl,python
542,micahflee,onionshare,426d744d586502935935139dfeb81fb12568f4e4,05ec78dc34cfd1ef92ace06be2d58c50d6090219,434.7996555028722,436.16857763771594,-1.3689221348437286,micahflee,onionshare,2191965adc7c42edf4935a8deb2cd7fc82e25fcc,05ec78dc34cfd1ef92ace06be2d58c50d6090219,12362.129211553616,436.16857763771594,11925.9606339159,misc,python
543,spring-projects,spring-security-oauth,3425e1d534b0cdee5a3c060abcc0233fbe74d4f7,00afb535ce8736f26a2ac270fabb8dc62943b0cb,5942.522401830401,5937.742203134229,4.780198696171283,spring-projects,spring-security-oauth,b93364a3a5cd64115b7b96dd53616c986c09b87f,00afb535ce8736f26a2ac270fabb8dc62943b0cb,5020.12915219989,5937.742203134229,-917.6130509343393,xss,java
544,nextcloud,server,7cb0df28e2d99237c92922d9bf2fd203f0f1d8c0,d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,-86205.05873104201,-86072.95188622912,-132.10684481289354,nextcloud,server,b8cded675555ebfc5b175e6d2f1801a84042b5b6,d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,36551.86141638301,-86072.95188622912,122624.81330261214,iap,php
545,realm,realm-cocoa,4401ff8f740341498d211fd4f33a6d43675f0789,208094562f732387ff8e62d5994b5d311dfcdfe1,-980.752550851597,-985.5280175792485,4.775466727651519,realm,realm-cocoa,f20f3e25131502cec277f260953b30ef5afb7d4e,208094562f732387ff8e62d5994b5d311dfcdfe1,-1589.1364611009974,-985.5280175792485,-603.6084435217489,ml,objc++
546,openssl,openssl,cc22cd546bd0b0e1b55c1835403ab564d5f30581,7b3a4d610731929d4fde15411f9be9b883974980,-1913466.2508884277,-116903.10497797043,-1796563.1459104572,openssl,openssl,1e4cb467e1a6ea6925a4f4f2781f864e547ea032,7b3a4d610731929d4fde15411f9be9b883974980,-1395023.0079567023,-116903.10497797043,-1278119.9029787318,misc,c
547,realm,realm-cocoa,30be0ce78d908e5e0d99918a18ce3a554e45b5cb,7964a8970bd3ebd8d520c84d0d6fe3b258769a73,-2365.61642423845,-2365.402480064718,-0.2139441737317611,realm,realm-cocoa,20f7a1a73a07bc66adc314e698621491398f4822,7964a8970bd3ebd8d520c84d0d6fe3b258769a73,-1346.5381920380873,-2365.402480064718,1018.8642880266307,dos,objc
548,mojombo,god,3e4fd2898cd4f92afeba120776dc3ba7f4a6ff0f,c173cedd248239b82f5e432b355a58e859d04b21,1598.9571775408363,1594.9682061151204,3.9889714257158175,mojombo,god,4c1d9809788f1bfaa3f5dab970813ae4eadcc2c7,c173cedd248239b82f5e432b355a58e859d04b21,1649.9380728354445,1594.9682061151204,54.969866720324035,ml,ruby
549,Pylons,pyramid,13906d6a2eb8c852d32752dca9e06e7d203d86d8,5a20b131b921362785dda87409ca8eb3a1a9c6a1,-236.3614230489734,-238.5861185322404,2.2246954832669985,Pylons,pyramid,b60fe723898b6c9d16e69c0ea4bb4ced4bd4f55c,5a20b131b921362785dda87409ca8eb3a1a9c6a1,-35.945663785670604,-238.5861185322404,202.6404547465698,misc,python
550,openssl,openssl,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,5dfd03812c54ca72d5e4f3d866f270257e6af082,-110602.93819228304,-110603.18638857346,0.24819629042758606,openssl,openssl,49b8142262247dcf6e0308e26cdb2d7f1bbafcb8,5dfd03812c54ca72d5e4f3d866f270257e6af082,-58939.93995296611,-110603.18638857346,51663.246435607354,dos,c
551,mantisbt,mantisbt,f66440902877103f312905257dbccdad02ab5a3b,f21b56fa9060dbae9438b0d0dfb21dff090c1dd2,-43253.15884901038,-43246.50688694544,-6.651962064941472,mantisbt,mantisbt,dcaabec6c1eb242eb131dfa4566e0dc72c148f59,f21b56fa9060dbae9438b0d0dfb21dff090c1dd2,-75382.53862803792,-43246.50688694544,-32136.031741092476,misc,php
552,rs,SDWebImage,dfa03af19f38c74160fc9d5abbcf2d20d1de1f18,a8d5b3ec72a94fa9a9e632dbdbf8463e8bec923d,555.9527072166201,555.1552509370499,0.7974562795701559,rs,SDWebImage,bc29d0a7aee8cfed0457640f88fc27767f07060c,a8d5b3ec72a94fa9a9e632dbdbf8463e8bec923d,623.64239264285,555.1552509370499,68.48714170580013,ml,objc
553,travis,cosmo,2cf68a08d919836b464a4fd5e23cf0e2df83cb60,07652f8431724abc038d2af89cb1eddb1e98c1e6,11878.317485175565,11849.097700467419,29.219784708146108,travis,cosmo,ada3a3e3bc8d5bc0bcd7dc9f7379a22b7d95529f,07652f8431724abc038d2af89cb1eddb1e98c1e6,20947.290462836798,11849.097700467419,9098.19276236938,ml,javascript
554,curl,curl,0ddab51ad874b64e38e26840a916fc13f4d2ed7b,9798432f567f1589f1da6216e2795ab10b733128,-23172.105994672558,-23166.4800870819,-5.625907590656425,curl,curl,6e22b74253ff77a0ca2964789d740701a97a073c,9798432f567f1589f1da6216e2795ab10b733128,-17672.816529907752,-23166.4800870819,5493.66355717415,over,c
555,owncloud,core,cfe219fbb9f2f734b063041ae420400044f90000,344299a074e135140262d051531f723be69c786f,-12053.998950214109,-12055.99920694923,2.0002567351202742,owncloud,core,3bc287ff6335842854c3d4058aad870654b50ad4,344299a074e135140262d051531f723be69c786f,32989.09451235563,-12055.99920694923,45045.09371930486,xss,javascript
556,composer,composer,34553804132ef6291bf2aa1c794a044cc09745c6,2f3db8c397bc717c4ee14f356eb7a8d7c35ce7a4,373.55158299565664,378.3148495658426,-4.763266570185976,composer,composer,ebc3597be03ad2a39c338f5dc0efb697a3fec862,2f3db8c397bc717c4ee14f356eb7a8d7c35ce7a4,2279.5920461022656,378.3148495658426,1901.277196536423,misc,php
557,owncloud,core,1d6ca084a6f5414ae3bb0753500ad386c86d087c,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,-12319.766169117323,-12319.766169117323,0.0,owncloud,core,866d01f50da501d9712e901662df0fd124937479,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,-10911.894537092729,-12319.766169117323,1407.8716320245949,xss,javascript
558,h2o,h2o,34959c4b0c1af43144ea62f3a89283c523c3c1de,ea4816f2f12f0e821c4655584c08847b0aa1cd4a,-3791.658327977144,-3791.658327977144,0.0,h2o,h2o,0550206ceb262b695a834c884f6af73966a45544,ea4816f2f12f0e821c4655584c08847b0aa1cd4a,-121.90553756236586,-3791.658327977144,3669.7527904147782,rl,c
559,owncloud,core,d19de49606d45046f9d7755b180e5850bceccd19,56c6e6a334caf690184c84bae290ea596f53c3de,1141.0449187212266,1141.0449187212266,0.0,owncloud,core,c2d76d201075733a89d5167faf1091e589249a77,56c6e6a334caf690184c84bae290ea596f53c3de,36955.31869051675,1141.0449187212266,35814.273771795524,xss,php
560,jokkedk,webgrind,ce66c4408c2fe0db526b4cd915c765a009f3084f,077f79f13ddc8efa4cb10c2c041eb4b50037e0e3,-95.45602402735659,-95.45602402735659,0.0,jokkedk,webgrind,ed09455bfbbb986a81ab107a4aa4e8b4b1d76042,077f79f13ddc8efa4cb10c2c041eb4b50037e0e3,-95.45602402735659,-95.45602402735659,0.0,injec,php
561,openstack,nova,dc8de426066969a3f0624fdc2a7b29371a2d55bf,e064d6d9f4bf7453a373a082f9bacebc60e201c3,21783.62277751314,21759.71946974906,23.903307764081546,openstack,nova,96c92508deb433cd9b04f9911cb9a4e628e72eef,e064d6d9f4bf7453a373a082f9bacebc60e201c3,22809.821944033043,21759.71946974906,1050.1024742839836,misc,python
562,curl,curl,81f151c912105ded480c3c88a1be53ca345298a1,b80490641414983404eda65095224535a41a12ec,-40802.34433741004,-40802.94433741004,0.5999999999985448,curl,curl,4548e0fe710305535e618e06a5dcf11825cdfced,b80490641414983404eda65095224535a41a12ec,-51503.91994422972,-40802.94433741004,-10700.97560681968,misc,c
563,josh,rails,99e9faeda8f039d34e9eeab319e8adc13cb9bc86,d70d5219554b55b24586d559bd39d829317d523d,6036.783894653708,6036.400272835829,0.38362181787852023,josh,rails,1182658e767d2db4a46faed35f0b1075c5dd9a88,d70d5219554b55b24586d559bd39d829317d523d,7997.768204921681,6036.400272835829,1961.3679320858519,injec,ruby
564,Graylog2,graylog2-server,a81c7dad4a90d047749a1d1e3e27a87716cad2e2,72cb5c1e17ee8b5e29ca314b308fdadfa7d59bae,1524.288160209669,1524.288160209669,0.0,Graylog2,graylog2-server,6443e7e5f4efa2f9dafa41a3b558f9d1170c1045,72cb5c1e17ee8b5e29ca314b308fdadfa7d59bae,19553.149141422768,1524.288160209669,18028.8609812131,sde,java
565,pfdemuizon,phoneinreport,cdb52ad0d30a483e7f7991741f262cf2d309df27,b548a2a2e9c6ab43bc19623514c796c5cf09ec18,1449.288073996406,1448.8673326393762,0.4207413570297831,pfdemuizon,phoneinreport,04b931ff7174fdf8fdf4c7995bb6ad466b883ffc,b548a2a2e9c6ab43bc19623514c796c5cf09ec18,1521.868745927525,1448.8673326393762,73.0014132881488,smis,others
566,php,php-src,f1b2afc9d9e77edf41804f5dfc4e2069d8a12975,6477bb724e0c4e95dfc8f315cac4b7e7a692b0f8,-13259.223374026154,-4805849.114412643,4792589.891038617,php,php-src,daf7528d901bd6948471891cd90b132e544b55c0,6477bb724e0c4e95dfc8f315cac4b7e7a692b0f8,-6947.917696697872,-4805849.114412643,4798901.196715945,dos,c
567,josh,rails,b31a7a6f1ec3c74f75b4cd12386b08295287418d,2e3c3a87d81e16a2fed442c1cf31360f75737a83,17547.219574103205,17546.96946267325,0.250111429955723,josh,rails,931ee4186b877856b212b0085cd7bd7f6a4aea67,2e3c3a87d81e16a2fed442c1cf31360f75737a83,18153.307417843134,17546.96946267325,606.3379551698854,xss,ruby
568,owncloud,core,068688063eb660d35ee0dca8d3ceb53d2f243bbe,f0da7b20c12c14e0fbd9cddfbe7c5c26d43e2607,11367.511787870339,11366.69300940366,0.8187784666788502,owncloud,core,d9c3de59c157ed131b82e61038e4dbd0566e0273,f0da7b20c12c14e0fbd9cddfbe7c5c26d43e2607,50583.38495134889,11366.69300940366,39216.69194194523,auth,php
569,openssl,openssl,48c054fec3506417b2598837b8062aae7114c200,c1ef7c971d0bbf117c3c80f65b5875e2e7b024b1,-111624.31745898715,-1794050.5755595681,1682426.258100581,openssl,openssl,f6c006ea76304a52cf9212695525e1bcc6cf6c22,c1ef7c971d0bbf117c3c80f65b5875e2e7b024b1,-109162.8364327522,-1794050.5755595681,1684887.739126816,dos,c
570,kanboard,kanboard,db88a00d48d1dce48b8700e460c06ff7fb344f0a,db69d5c429cf747e72c4ded26f3821e7f688bc13,16583.037936476194,16548.596503884353,34.44143259184057,kanboard,kanboard,c405f99fc8b7420b3e69c633b3259756a1ceb2f2,db69d5c429cf747e72c4ded26f3821e7f688bc13,17490.145776661324,16548.596503884353,941.5492727769706,auth,php
571,joomla,joomla-cms,2d9d949b4f443f85112d6431ec0d9b5c22f829f0,3c38c18ac058796559d6a777789f39b4d492c362,-26575.932109144447,-26562.36077142981,-13.571337714638503,joomla,joomla-cms,2689014e94cb3e480dceb105d437786034c8d15f,3c38c18ac058796559d6a777789f39b4d492c362,-9844.98013291687,-26562.36077142981,16717.38063851294,injec,php
572,mantisbt,mantisbt,132cd6d041f8ef5811e4eca8bdb516c893ebb52e,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,-53129.43112591626,-53134.28235965825,4.851233741996111,mantisbt,mantisbt,4ee098cb8f869b97ea6f4fa190bab48766aac543,7cc4539fca65a61c48a40e31787e7d4751a7f9bd,-43030.64367166799,-53134.28235965825,10103.638687990264,xss,php
573,mantisbt,mantisbt,45f9e746fb9a42e74b668211372d9e45db3e7b6c,f5ac454eb63fde102347a021a2af0c535033d572,-82488.19345660454,-82488.19345660454,0.0,mantisbt,mantisbt,18513272663da025def2255beb16932dd046d060,f5ac454eb63fde102347a021a2af0c535033d572,-45902.4942669097,-82488.19345660454,36585.69918969484,xss,php
574,owncloud,core,d18bd17eb7d13010e3daef5351d7f7ec64480fd7,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,5708.812647616518,5703.919599921666,4.8930476948517025,owncloud,core,1d932e4c98d7a08d9e34e85112b77dc76ca65482,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,40965.538899795516,5703.919599921666,35261.61929987385,iap,javascript
576,openstack,nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,d335457f48d09c3d780c92413fe777030c1335e2,-38450.79688577202,-11207.51803190457,-27243.27885386745,openstack,nova,e8c5d1f536a7edf51985b72d4cde4deb87813a69,d335457f48d09c3d780c92413fe777030c1335e2,16170.628215518964,-11207.51803190457,27378.146247423534,injec,python
579,chineking,cola,193270fa323d3c76839b751fbf664d79f0579fde,5048d32a7de9242e20f781f749fb3d373b8a2aa8,889.3483951427025,890.102332097478,-0.7539369547754404,chineking,cola,6232bb3737cd6ae3f15ab9b3d175d988d3ab7ab8,5048d32a7de9242e20f781f749fb3d373b8a2aa8,882.5529708829787,890.102332097478,-7.549361214499299,ml,python
580,pfsense,pfsense,08cf5428d6fa7d080869574cee0f22e669b8db03,53aca1fdc3f7683efd90472ed7be78f793eb78bb,-61797.752337261234,-61797.752337261234,0.0,pfsense,pfsense,7cb5af21cf0fb59b1d6e8dedbea229af7c45e36b,53aca1fdc3f7683efd90472ed7be78f793eb78bb,-45535.69646404304,-61797.752337261234,16262.055873218196,xss,php
581,openssl,openssl,5cb4d6466a14665f8cd659b6dd7746183f2c60bd,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,-110602.93819228304,-110602.93819228304,0.0,openssl,openssl,bc91494e064ebdcff68f987947f97e404fbca0b5,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,-27025.13071610895,-110602.93819228304,83577.80747617409,injec,c
583,joomla,joomla-cms,60ab157a9e829460d77d73c03784960e351db09c,fb82a9ff4f1bcef944e66a93c98710c5774120b2,-26864.771991242706,-26880.562732673414,15.790741430708295,joomla,joomla-cms,ddb2bdd466252e28cc26dd8e1d6297388df1d384,fb82a9ff4f1bcef944e66a93c98710c5774120b2,-12027.193407551265,-26880.562732673414,14853.369325122148,injec,php
584,mantisbt,mantisbt,1677251434b6e8b2be8f1d4376a3e78f7be14d95,c26b34b6cf24f69ece52d3409fd16d659a767fc9,-42247.28620100113,-42247.28620100113,0.0,mantisbt,mantisbt,89f881b0c82d4ed7fab46f74bc9c45028bf6b00c,c26b34b6cf24f69ece52d3409fd16d659a767fc9,-62128.828309036864,-42247.28620100113,-19881.542108035734,xss,php
585,edx,edx-platform,f0e7dcd346f1b17505897bbe7b20365c88f51757,1961189819282cc9341889fc928f06a340b71ae5,-256.70916432396587,-256.70916432396587,0.0,edx,edx-platform,81b6d7579681f43d1a6dc72b327f987b94d8d1ee,1961189819282cc9341889fc928f06a340b71ae5,4848.925775244801,-256.70916432396587,5105.634939568767,xss,python
586,owncloud,core,8313a3fcb3b24bf9e36f48581f64336623ae1ead,1f96fb3352ad43155586d6deae95bf889768ba05,30546.99625228186,30565.883981626983,-18.887729345122352,owncloud,core,7f1ba86789acea5c5c5f72067ced062044216ee9,1f96fb3352ad43155586d6deae95bf889768ba05,12590.441825548927,30565.883981626983,-17975.442156078054,auth,php
587,forkcms,forkcms,95446d29a7cb1240d804fd8c2ad6184fc4c9649d,44eef2274c69ee9b4d6c72d98f47f52e58011c65,-11502.271596554643,-11500.745282433827,-1.526314120816096,forkcms,forkcms,d2917554e79ff4ec5d06a895234d31dd19fbe4f8,44eef2274c69ee9b4d6c72d98f47f52e58011c65,19690.464702081128,-11500.745282433827,31191.209984514957,xss,php
588,edx,edx-platform,e5ca9618ea5ae9f2fc11ea5a8c9f479b1430d84c,79c1cf19a065b99d896b81b292b588762bedc6db,1020.9286837036511,1019.8376750925796,1.0910086110715156,edx,edx-platform,870c30fde56fece9174dd4f17a95d1e9f9123dae,79c1cf19a065b99d896b81b292b588762bedc6db,29875.0101872329,1019.8376750925796,28855.17251214032,smis,python
589,owncloud,core,f6e61a296f67f71a1c6d5d5bf8d7e891cd708b43,9b3c4e8dc453a674c0f1aee8c60e9d7f24b34e49,47526.17811250538,47548.47793292925,-22.29982042386837,owncloud,core,b6d66c4727e50ab9e9ade0e804e3fda98a120dd3,9b3c4e8dc453a674c0f1aee8c60e9d7f24b34e49,-6030.126961325415,47548.47793292925,-53578.60489425466,csrf,php
590,joomla,joomla-cms,4057d02029a83a6e6ff372fea47a844e31d0aff6,840c8605e10d8ea92ee7f3304eb574f20147d460,-26864.771991242706,-26864.771991242706,0.0,joomla,joomla-cms,0b0e70eda6e50e45b326c7145902eeb8162955fe,840c8605e10d8ea92ee7f3304eb574f20147d460,-1490746.0545058735,-26864.771991242706,-1463881.2825146308,injec,php
591,openssl,openssl,2aacec8f4a5ba1b365620a7b17fcce311ada93ad,9cf315ef90d0cfeb8bb7a38873eea07a8f0dffec,-1733805.2522949355,-1733805.2522949355,0.0,openssl,openssl,b3f6fe919a5bedaf5e91f2e971bff270f5fe1f7d,9cf315ef90d0cfeb8bb7a38873eea07a8f0dffec,-10094.01516353522,-1733805.2522949355,1723711.2371314003,misc,c
592,openstack,nova,b5f8ab0e913c121a80ff0efe358960099e7c87f8,1cc5e933ccc29a88d09d2050e5224ee27eda767c,5986.670280199041,5992.841422998052,-6.17114279901034,openstack,nova,4442d8f7017868f64eacc6d8ad94620263b9a9c9,1cc5e933ccc29a88d09d2050e5224ee27eda767c,11670.09843079858,5992.841422998052,5677.257007800528,injec,python
593,cloudius-systems,osv,703bf08d72ef617b212632e038a93be0d00e879f,c284a3f07339b344c40b70ad64d0d554d8738f84,-854846.4570318017,-854748.5308690373,-97.92616276443005,cloudius-systems,osv,36b915461a905e238717875875820ad28b17a5b4,c284a3f07339b344c40b70ad64d0d554d8738f84,-688089.0706226607,-854748.5308690373,166659.46024637658,dos,c++
594,nextcloud,server,68d55648d5904a86d21fb5258684687a31929011,dc41cf081cac227f0d73b56542fa6295285e170c,3938.9961448497234,3939.929728040112,-0.9335831903886174,nextcloud,server,94522586c1717a55a2cc0f052f32ed9389c659fc,dc41cf081cac227f0d73b56542fa6295285e170c,13284.603044091795,3939.929728040112,9344.673316051683,iap,php
595,splitbrain,dokuwiki,634d7150e59d03e4a4987164bfe9948fb8828c70,0e1a261ed103bc8f11934d76ec8c7ec412f02220,-8679.692251758073,-8663.164968794217,-16.527282963856123,splitbrain,dokuwiki,d66e3ddfed27523627d33cd17905445d27688afa,0e1a261ed103bc8f11934d76ec8c7ec412f02220,-5106.066156395043,-8663.164968794217,3557.0988123991738,csrf,php
596,realm,realm-cocoa,e20ecff78ffe34cbfb5d6fcfcf334deef82803d3,d24a6b33ee7048dca2e6cd94ac3ed4a2904644d7,-1042.106252946547,-1043.188090373168,1.0818374266209503,realm,realm-cocoa,ea7d807dd4a9e83c661d4cc36c9d7ea8495b5005,d24a6b33ee7048dca2e6cd94ac3ed4a2904644d7,-3888.79031465324,-1043.188090373168,-2845.602224280072,ml,objc++
597,mantisbt,mantisbt,2a1eed9db111c0b1c8e9036ba3a2dcc21255e7fc,4b0e0d5d5494c347a8dfebb35605a73a457a2d00,-82212.1200486329,-82212.1200486329,0.0,mantisbt,mantisbt,ae3f255f81cd18b6303b9dd0842e27be742a1c5b,4b0e0d5d5494c347a8dfebb35605a73a457a2d00,-53884.45688986206,-82212.1200486329,28327.663158770847,misc,php
598,grails,grails-core,757fa246e8047e1f1657bc7b4e1a662a028d8156,65c7ad979545b9f5e8781b0c5eb0266fad2f366b,16634.08797263349,16634.08797263349,0.0,grails,grails-core,dfcc8d8ef63a436573b200567a9747a789882648,65c7ad979545b9f5e8781b0c5eb0266fad2f366b,20571.26663783921,16634.08797263349,3937.17866520572,injec,java
599,cakephp,cakephp,c1680b2dede92d2c1baf9d9a6493c7af4dbb7bbc,318d7c1c1ff0e8dac79084a8ffc99d58ad0f778a,25633.279097918305,25604.586658263423,28.692439654882037,cakephp,cakephp,3773311cc07ffd3bed0a0a9cf95ca69bafc74782,318d7c1c1ff0e8dac79084a8ffc99d58ad0f778a,340.86094979351924,25604.586658263423,-25263.725708469905,auth,php
600,Graylog2,graylog2-server,60ce52a866d0f35d9afb152a6e7c72be3a3f624c,41a0ddf23af453aa80af1580229261fc9646b4dc,17750.728682565314,17748.685366819038,2.0433157462757663,Graylog2,graylog2-server,576beabd2b4672396008e6bdf8d7cee95bcfc656,41a0ddf23af453aa80af1580229261fc9646b4dc,17469.37518268763,17748.685366819038,-279.3101841314092,sde,javascript
601,mojombo,god,210907fa9a9fdf765b7241666ac93682adc372db,1f23f631322fa83353ce06f671cb9ad5a779ef4a,1487.1931939802812,1487.5086907869,-0.31549680661873936,mojombo,god,08afd2f031e6b96998fd3f5d4147ba9b6c0cd282,1f23f631322fa83353ce06f671cb9ad5a779ef4a,1402.8051009535086,1487.5086907869,-84.70358983339133,ml,ruby
602,MISP,MISP,e74aabf924db998dccdd444109263a38caf6f39a,8e8f41ab13e574ef2b98408229dd5cf4613afb9a,-43375.8905861304,-43375.8905861304,0.0,MISP,MISP,97a499a93cc0be34ce30c27a201f2a05e0050cf9,8e8f41ab13e574ef2b98408229dd5cf4613afb9a,-5865.474411719305,-43375.8905861304,37510.4161744111,xss,php
603,toretore,barby,bff5b21bc2a08300569d6b81f09c41e39297455e,cd497a93b52f97ffe2aa8f196b8926affbdc7291,1002.5009739378663,997.7371079016859,4.763866036180389,toretore,barby,8c86476e4821a6dd6936a587f1d4b65de8ce73de,cd497a93b52f97ffe2aa8f196b8926affbdc7291,1131.0159328594987,997.7371079016859,133.27882495781273,ml,ruby
604,cakephp,cakephp,6c905411bac66caad5e220a70e3d561b8a648507,46f8de72a2be00ab10ebbf6536a50b4982f34701,-350.67173443879074,-366.28664646656546,15.614912027774722,cakephp,cakephp,3fc40228c42f2f111fbb49d04c00b482791390d2,46f8de72a2be00ab10ebbf6536a50b4982f34701,20198.26505550698,-366.28664646656546,20564.551701973545,misc,php
606,josh,rails,3c0129af6d045654284f60db26124b9324d2fa94,a41619681f7bbf558989b377df8eb8987b694943,4826.554626740181,4828.819704813401,-2.265078073219229,josh,rails,8afa725f4b98a6e0ceee4792e8ebaebb6189e5f6,a41619681f7bbf558989b377df8eb8987b694943,6665.424880748835,4828.819704813401,1836.605175935434,ml,ruby
