,owner_sec,project_sec,sha_sec,sha-p_sec,main(sha)_sec,main(sha-p)_sec,main(diff)_sec,owner_reg,project_reg,sha_reg,sha-p_reg,main(sha)_reg,main(sha-p)_reg,main(diff)_reg,pattern,language
172,php,php-src,32c5a87a148d49450afd869f1a611bdf669e986d,e2d606e18b7079f7b7127fb581ccffc2f6104de7,-83494.66781357485,-83494.66781357485,0.0,php,php-src,80079885bb0b0594d9c9dd905e10cddd68feb397,e2d606e18b7079f7b7127fb581ccffc2f6104de7,-3556755.628814524,-83494.66781357485,-3473260.961000949,misc,c
173,josh,rails,2e3c3a87d81e16a2fed442c1cf31360f75737a83,46923cabe156852bac1ae99c4509ff2780eae2a1,17546.96946267325,17545.472542982297,1.4969196909514721,josh,rails,4a631dfb12c0faef71db97703742c826b7bf8f16,46923cabe156852bac1ae99c4509ff2780eae2a1,15050.22047527428,17545.472542982297,-2495.2520677080174,dos,ruby
174,Graylog2,graylog2-server,acfb10054b70a57664a632b84230d81ef22a80a3,1ef662d8ebf9158ca929d2c7bb389725ba818a5e,2109.641848998375,2109.641848998375,0.0,Graylog2,graylog2-server,e685456b608453840f9521d923d4f69db5c6c2dc,1ef662d8ebf9158ca929d2c7bb389725ba818a5e,3396.8266784875036,2109.641848998375,1287.1848294891288,ucwkv,ruby
175,AFNetworking,AFNetworking,6f63157e33149226bfc2f014748cb5ef5c9a3a9b,2b2558a90e7bfb2ef5169b1ca21b91851e5a5b7d,833.462567278507,833.462567278507,0.0,AFNetworking,AFNetworking,5e6a42e93047a74844cfb5b931c747cd4e83d88a,2b2558a90e7bfb2ef5169b1ca21b91851e5a5b7d,789.5228465926488,833.462567278507,-43.93972068585822,ml,objc
176,cakephp,cakephp,f5ed91137aa3d288d554f37b97423de2c7fea088,b088daf045a19c818d427e28d752566f3e7044e8,-3272.212088114335,-3273.212088114335,1.0,cakephp,cakephp,668c0873986adeec2187aaf8f798d1d62306e61a,b088daf045a19c818d427e28d752566f3e7044e8,27547.324291012395,-3273.212088114335,30820.53637912673,csrf,php
177,josh,rails,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,6b1018526fb304727ee4191afc2d8a5e29e49eea,12025.4652649603,12025.4652649603,0.0,josh,rails,11acaa172c73c5d1787184ef5545df358027462c,6b1018526fb304727ee4191afc2d8a5e29e49eea,16872.859916268488,12025.4652649603,4847.394651308188,injec,ruby
178,zxing,zxing,5dd4b663ceba69a93ed1eca21a2c0a31a10ade43,8c876a047a883b3cad976e52cbd09a30fbd1fe7d,8403.627253536348,8398.733785731612,4.893467804735337,zxing,zxing,ff5a939fbf4da3de189479410b7fc870df83d1db,8c876a047a883b3cad976e52cbd09a30fbd1fe7d,-345.1600760826317,8398.733785731612,-8743.893861814244,misc,java
179,curl,curl,affed6725ee58aa4dadb227d8033cc3a1dffa7e1,7f304ab84f560c9ddcd3ed1887bb4aa99a90bd6a,-44364.17680316071,-44368.911547776406,4.734744615692762,curl,curl,763b812dc79e2b7d0fa5b99ab9ef8f34e45af1f0,7f304ab84f560c9ddcd3ed1887bb4aa99a90bd6a,-23751.915405915788,-44368.911547776406,20616.996141860618,ml,c
180,josh,rails,94209e2fb7f244be5da2f208c2e5dacd2fede47e,75157bbf64571548983892e62fab5789e9ab06d0,4307.0956861475415,4307.0956861475415,0.0,josh,rails,927b847239ede8cb455366b95e640a25d92a2b8e,75157bbf64571548983892e62fab5789e9ab06d0,6117.3246035582115,4307.0956861475415,1810.22891741067,ml,javascript
181,libretro,RetroArch,b91527749e93aa70d51a727219e44e79fa8cc4dc,6a845dec645914a00441c66d6baf09d66cf22500,-39191.07977650213,-39191.07977650213,0.0,libretro,RetroArch,11e3d1e2acd2a20c336bb3529c9b3c55dd66f1bf,6a845dec645914a00441c66d6baf09d66cf22500,-49179.040501020885,-39191.07977650213,-9987.960724518758,over,c
182,openssl,openssl,28a31a0a10f41ef855cabab4e18c994c44225125,cc22cd546bd0b0e1b55c1835403ab564d5f30581,-1913557.9796390363,-1913466.2508884277,-91.72875060862862,openssl,openssl,7d0effeacbb50b12bfc24df7614d7cf5c8686f51,cc22cd546bd0b0e1b55c1835403ab564d5f30581,-2345051.4265204715,-1913466.2508884277,-431585.17563204374,misc,c
183,openstack,nova,2ffcf18d00eff6fb0777769469c4aa5ac7bbb6c9,bf70df295b0529da9f4381f52fc94d328fa2fdb3,20776.24628382042,20790.66852099231,-14.42223717188972,openstack,nova,c2d7060b480608d9773340f51d6496fadf97b667,bf70df295b0529da9f4381f52fc94d328fa2fdb3,20922.48298330462,20790.66852099231,131.81446231231166,auth,python
184,phpmyadmin,phpmyadmin,1bc04ec95038f2356ad33752090001bf1c047208,d32da348c4de2379482a48661ce968a55eebe5c4,-286620.2668618121,-286620.2668618121,0.0,phpmyadmin,phpmyadmin,b723df0b86549d77a8f4b65e0e67354193b2767f,d32da348c4de2379482a48661ce968a55eebe5c4,-57041.09266216982,-286620.2668618121,229579.17419964226,xss,php
185,mantisbt,mantisbt,58a67eef218321bed2d1584b092cce1bc73d4cc9,40840f412cf0166c2e7442d3d7fd2ebdac53bd8c,-75629.19235176202,-75619.21412787247,-9.978223889542278,mantisbt,mantisbt,adb29db7f85413a054460286fddc0acbfdb3046d,40840f412cf0166c2e7442d3d7fd2ebdac53bd8c,-20101.01312538221,-75619.21412787247,55518.20100249026,auth,php
186,FFmpeg,FFmpeg,6095388812ce1b2a95e9917b89e5857639208f88,7cbc2e60af72e2154ddc160b1bfce200a95a6532,11598.238847567607,11598.238847567607,0.0,FFmpeg,FFmpeg,4b07ebf1eb13561492f7e3c30a67f34415016b3e,7cbc2e60af72e2154ddc160b1bfce200a95a6532,16050.848393652457,11598.238847567607,4452.60954608485,injec,c
187,MPOS,php-mpos,5d8fecfd812bd74c320919b2e3dfd25421c17dc8,c381af8291bb71a22258d8166f446da1452cb982,-4465.907913433332,-4465.96241778169,0.05450434835802298,MPOS,php-mpos,d5bff56f6fa135aac1a13b5cf889a6959aaee98f,c381af8291bb71a22258d8166f446da1452cb982,-15470.434587502763,-4465.96241778169,-11004.472169721073,xss,php
188,WordPress,WordPress,814865ea9e7db4d5e18fcadc1fa3f43a673f8559,f62bf61b2c59bf5484888f22d0b7dff0f0df050a,-89175.08595655917,-89044.31352245474,-130.77243410442316,WordPress,WordPress,7fe71ffe8131f2e5e188b740d2f37926276935ed,f62bf61b2c59bf5484888f22d0b7dff0f0df050a,-79913.42705750874,-89044.31352245474,9130.886464946001,misc,php
189,forkcms,forkcms,1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,-495.6315460667103,-495.6315460667103,0.0,forkcms,forkcms,629d8241091630a9bd74b6d73b4856ce0e171af9,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,15126.209903861474,-495.6315460667103,15621.841449928184,xss,php
190,splitbrain,dokuwiki,ebbef3b12bf9150995d42ebb1bb170b38169b443,0265c2046291f04cccff5234f3b9d47630d77192,-8703.478490990467,-8703.478490990467,0.0,splitbrain,dokuwiki,dc9bdeadf4b4eeacd7b6c7a51269a4400e4d25d8,0265c2046291f04cccff5234f3b9d47630d77192,-14696.647047641141,-8703.478490990467,-5993.168556650675,xss,php
191,Codeception,Codeception,2bec1ba5ffa43eb56d592dbf8c8c6c2f9aab4a5a,2cbab2c80c05896f47a3dba953323cb976c160ed,8184.042383162761,8168.566822646886,15.475560515875259,Codeception,Codeception,17fe208316d8c6659064c99215100c0d9eb934d9,2cbab2c80c05896f47a3dba953323cb976c160ed,1066.2487615817834,8168.566822646886,-7102.3180610651025,injec,php
192,mongodb,mongo-php-driver-legacy,affdd497be96f842d55d282e1b7a17ea9458113f,52439c74d9a884593a62a8dc1d0638d83d53c42d,-370.2842351937842,-367.65107679077823,-2.6331584030059503,mongodb,mongo-php-driver-legacy,179d0a49ec246f312961004ff7daec8a19efed5e,52439c74d9a884593a62a8dc1d0638d83d53c42d,-371.89284381438017,-367.65107679077823,-4.241767023601938,ml,c
193,MISP,MISP,0fff291c6758c5c36d4d600208c47268ca1a41d4,aa8ba55daccf1f4f9b5eab07589fd9fb3df9b895,-45042.6018540317,-45042.6018540317,0.0,MISP,MISP,1b7254efae1b0374ba79991fe4c8486039669e46,aa8ba55daccf1f4f9b5eab07589fd9fb3df9b895,-20033.613494464917,-45042.6018540317,25008.988359566785,csrf,php
194,owncloud,core,78cad94ff4676ef401d2a75c8448f3726deefd18,6911d8f0a4e688f3c84f2dd117424f887820750a,37831.15276907772,37828.93713154494,2.2156375327831483,owncloud,core,b56f5f27739112644420a82e5b3621c622e73917,6911d8f0a4e688f3c84f2dd117424f887820750a,15809.106692346997,37828.93713154494,-22019.83043919794,smis,php
195,mantisbt,mantisbt,ecef0e9b523a460709e8feedfce72f05bb30b992,c83fe546e9f229542c88a9aede924bd5ce4663c6,-42687.592201649095,-42687.592201649095,0.0,mantisbt,mantisbt,f2b9bb7ead380c5377c588cb07e6945d9f0563ba,c83fe546e9f229542c88a9aede924bd5ce4663c6,-82743.06948432914,-42687.592201649095,-40055.47728268005,xss,php
196,frappe,erpnext,3b2fd6e334c9b15241cab8c1ee412647206d836c,0c8597583985b17b00094fabf61d430567929746,14376.479318829417,14519.379308674515,-142.8999898450984,frappe,erpnext,ebb5662cb70f2e2d6b4c6f7befb06fa24c12ac14,0c8597583985b17b00094fabf61d430567929746,55111.66092555554,14519.379308674515,40592.281616881024,injec,python
197,BradLarson,GPUImage,202ce483fcc474a60d358bd068317a415de93f86,bc1c59a195167863548423459f9ac9e13d201c0a,-2680.7057030460105,-2706.7940798648,26.088376818789584,BradLarson,GPUImage,d2b32fec48176dcb96dcc671b27c9fb38151147e,bc1c59a195167863548423459f9ac9e13d201c0a,-1946.7795570346768,-2706.7940798648,760.0145228301233,ml,objc
198,phpmyadmin,phpmyadmin,f63e1bb42a37401b2fdfcd2e66cce92b7ea2025c,951fb4dd79253a3aca8b6e386db77c1affcfc3a9,-62087.20293248471,-62087.20293248471,0.0,phpmyadmin,phpmyadmin,6d0c1d09f20ef46409b7885424c56a468489ec27,951fb4dd79253a3aca8b6e386db77c1affcfc3a9,-79143.56890470877,-62087.20293248471,-17056.365972224055,misc,php
199,mattpass,ICEcoder,05de070294681745bdc5c54b336dd48083feb59e,f82914207dca4a4f36404ac371610421cfb52d93,328.818866544359,333.41318214585704,-4.59431560149801,mattpass,ICEcoder,6f9c127c1b9fd9bf4f6b81ab9baae1bb827ecef2,f82914207dca4a4f36404ac371610421cfb52d93,-228.5695534778878,333.41318214585704,-561.9827356237448,misc,php
200,cloudius-systems,osv,92ff9880e07c7669c56912dc2d16378b7bcb6476,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,-87734.02804555043,-87738.70694812486,4.678902574436506,cloudius-systems,osv,d7af14162b249a7d268881883538dca2b60e5959,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,-88559.85046462357,-87738.70694812486,-821.1435164987051,dos,c++
201,WordPress,WordPress,f8e7680cd61652b16d30948968adafe0d4dcdd54,02424959e4dbbbf3c989c6d36f5807b6bb3ad7d8,-146637.00322374946,-146637.00322374946,0.0,WordPress,WordPress,99a0a9806167ae5df53e265a957cfed1af3f98ea,02424959e4dbbbf3c989c6d36f5807b6bb3ad7d8,-67185.64179093762,-146637.00322374946,79451.36143281184,misc,php
203,php,php-src,4a01ddfb5569da1b87dd4cac95c3f709fb607396,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,-13151.927921116014,-13151.927921116014,0.0,php,php-src,114d662d12aa9672cfd567a6db3624c25d5f4394,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,-3811041.553577174,-13151.927921116014,-3797889.625656058,iap,c
204,Codiad,Codiad,6e2ff815f1a6267fb33ee69f6bfe6dc24adfc3b9,c42d24cb48a83c19afa8a8ed770ebbad73fa7059,4531.916795691897,4532.505647187305,-0.5888514954076527,Codiad,Codiad,485908c7119467d6d40200dbffd5dfb373637b9e,c42d24cb48a83c19afa8a8ed770ebbad73fa7059,3479.6550005772897,4532.505647187305,-1052.8506466100152,misc,php
205,dlitz,pycrypto,d044a478332682c253c379db87d444b056e4ab37,7fd528d03b5eae58eef6fd219af5d9ac9c83fa50,4904.452471856721,5072.8380240710085,-168.3855522142876,dlitz,pycrypto,f68372ad3742a270611639aff3cda78502897b86,7fd528d03b5eae58eef6fd219af5d9ac9c83fa50,1450.6269854100512,5072.8380240710085,-3622.2110386609575,misc,python
207,openssl,openssl,c46ecc3a55bcbbe4ff31da3864d015e343b0189f,7388b43cae035484036f5dc46c231ce6282a1367,-1340206.1827411845,-1340202.9523508872,-3.2303902972489595,openssl,openssl,48c1e15ceb2252e65ba63f93a7bf39c1d368f38f,7388b43cae035484036f5dc46c231ce6282a1367,-108855.05106554933,-1340202.9523508872,1231347.901285338,dos,c
208,joomla,joomla-cms,a7adeac42a4018587f7550d61ac2580196fb3ca0,9008d1036284da197942e09d921a485dda14230c,-22802.93573807055,-22801.149182318266,-1.7865557522854942,joomla,joomla-cms,3ab4c36c926181dfdeb0eb8b69d5a505eb44776c,9008d1036284da197942e09d921a485dda14230c,-580756.2525362342,-22801.149182318266,-557955.103353916,injec,php
209,nextcloud,server,d18bd17eb7d13010e3daef5351d7f7ec64480fd7,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,5705.367671595,5700.474067683747,4.893603911252285,nextcloud,server,99934134dc53baaee56740de669c7df549317a2f,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,-454942.43029776105,5700.474067683747,-460642.9043654448,iap,javascript
210,nextcloud,server,a3f835872f17f749ae8f623b73ac30c9c2fbdc97,cdf01feba78696aa74b7f57a43380757d67df4aa,-52397.06826783835,-52387.56826783835,-9.5,nextcloud,server,cb4367b6d5af62c8b2c8c384396b3dc29bff2eab,cdf01feba78696aa74b7f57a43380757d67df4aa,25871.788367838984,-52387.56826783835,78259.35663567734,auth,php
211,owncloud,core,d71c4db10aad0b1684087c745dcd10560351efb2,564b0358f91df832afdf3a0fd27eaa349508c964,-12260.116484222679,-12260.116484222679,0.0,owncloud,core,dc004e4a6bcafe61fec6b84004c4435874d5214b,564b0358f91df832afdf3a0fd27eaa349508c964,52208.36298517105,-12260.116484222679,64468.47946939373,xss,php
212,php,php-src,96aa2eb2340c1d4131fbcc508f734ec7c807ff25,5d90aa1299da1ac81faf065c4aa0dc4196276cc1,-13079.313962436816,-13079.313962436816,0.0,php,php-src,69dcdcb7c19f61f78a9d973a1ec999665c941a6f,5d90aa1299da1ac81faf065c4aa0dc4196276cc1,-1819498.3320791316,-13079.313962436816,-1806419.0181166949,upapi,c
213,WordPress,WordPress,b7ede43c4f69b29cccfae79abda19d3c575034c9,ad646bc1838454b0859f196c13a41d8815b9a15e,-86693.28381912623,-86692.53478786898,-0.7490312572481344,WordPress,WordPress,83d97232267ad2c71b19f5c4d999a7976609dfd6,ad646bc1838454b0859f196c13a41d8815b9a15e,-11819.791459906088,-86692.53478786898,74872.74332796289,sde,php
214,openssl,openssl,b128abc3437600c3143cb2145185ab87ba3156a2,3444c36ab489b7084832254723a356e3c2eb023a,-1701218.830665909,-1701057.7670213524,-161.06364455656148,openssl,openssl,756b198d247d0040b7e2abed9b9b12bc6634a3ad,3444c36ab489b7084832254723a356e3c2eb023a,-110633.78007952849,-1701057.7670213524,1590423.986941824,misc,c
215,openssl,openssl,09f06923e636019c39c807cb59c481375e720556,8106d61c354430d6bbbd7f8e7840a39efc0f5829,-1808649.2272953808,-1808638.8825244564,-10.344770924421027,openssl,openssl,848a950b715fa73070a9d1638e7630acfb0dfa4d,8106d61c354430d6bbbd7f8e7840a39efc0f5829,-125036.11691081159,-1808638.8825244564,1683602.7656136448,dos,c
216,josh,rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,13967.578503629462,13970.214731575688,-2.636227946226427,josh,rails,fab2fd6398292e6ff16cc234021673e9852a150a,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,5591.745634280576,13970.214731575688,-8378.469097295112,injec,ruby
217,php,php-src,5880428dac00ff9bafccb8c10c7226d6fa1dabbb,dad793630d5966a9c22f3fcd7f24b7937bd1a36f,-13256.580614520168,-4801703.69795677,4788447.1173422495,php,php-src,4facdb420ba3142bf12b5eecb630458e5c8db4c5,dad793630d5966a9c22f3fcd7f24b7937bd1a36f,-3771761.6476870184,-4801703.69795677,1029942.0502697513,misc,c
218,php,php-src,b15f0ecc0f34364fd7ce924b4164be4e8198ff93,8a4d164c2b33e7a89af13762dbc09941df14a035,-4632972.226200289,-4632813.259554948,-158.96664534136653,php,php-src,5f136b5e048a851c386d7383b3c1942a83748883,8a4d164c2b33e7a89af13762dbc09941df14a035,-4041572.6524114544,-4632813.259554948,591240.6071434934,misc,c
219,josh,rails,5ede4ce188d29aef94af78f27d89169ac4ee54cd,7cfa6c535bc54f16a3fc7fa39969d4410de3e483,8142.071031692316,8142.218573139002,-0.14754144668586378,josh,rails,6a8b9484a7398f3b500cd1f056cbe46fd7d6301c,7cfa6c535bc54f16a3fc7fa39969d4410de3e483,5860.75267101806,8142.218573139002,-2281.465902120942,ml,ruby
220,splitbrain,dokuwiki,8fcc3410e3603bb823483a739753a3c4a12e6d7c,041d1964bde2693df05726690877835ddae4e83e,-4635.362695493238,-4634.232832478369,-1.1298630148685334,splitbrain,dokuwiki,8e790062800da9ede63ca6d3906c6c178beba5aa,041d1964bde2693df05726690877835ddae4e83e,-14109.169269890555,-4634.232832478369,-9474.936437412187,dos,php
221,openssl,openssl,146b52edd122f55e2b2bfeb486dae8dbe96f739e,13747c6fdabbba33cb187a133548b73d41ae282d,-1298643.3277291511,-1297621.5993334146,-1021.7283957365435,openssl,openssl,4edfacb983318fc7f0d807c26b317717c0c53ee5,13747c6fdabbba33cb187a133548b73d41ae282d,-108837.2149508166,-1297621.5993334146,1188784.3843825979,sde,c
222,nextcloud,server,8313a3fcb3b24bf9e36f48581f64336623ae1ead,1f96fb3352ad43155586d6deae95bf889768ba05,30728.88041923205,30747.765782342216,-18.88536311016651,nextcloud,server,e4311a2ebdf3eeda8b2f1022c19290dc68db8ae5,1f96fb3352ad43155586d6deae95bf889768ba05,12381.639668551863,30747.765782342216,-18366.126113790353,misc,php
224,nextcloud,server,ec1596054f9c9da9aae958b02e441185bd1b9f79,98d0d48b54764162cfa9315e3c1f42915801d16f,17157.619689612184,17157.619689612184,0.0,nextcloud,server,1dfd7de10e3311e9a8050d2fa52d83f028879f7e,98d0d48b54764162cfa9315e3c1f42915801d16f,-186626.937186865,17157.619689612184,-203784.55687647717,misc,php
225,josh,rails,586a944ddd4d03e66dea1093306147594748037a,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,13973.63025361697,13967.578503629462,6.051749987507719,josh,rails,10c50c6b55ef75a9682201eadd8955abbbcb27d9,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,14790.578481204091,13967.578503629462,822.9999775746292,xss,ruby
226,P0cL4bs,WiFi-Pumpkin,68ed8f58c0a02e2048c27284bbe972e04998a562,acbc25f48028539c4d239647101a314a7b5f6c11,-848.7791970478806,-848.4657558120475,-0.31344123583312467,P0cL4bs,WiFi-Pumpkin,7af636e1d5b9632dc8d91e4a31d764d593c2b3c8,acbc25f48028539c4d239647101a314a7b5f6c11,1118.1492589645538,-848.4657558120475,1966.6150147766014,iap,python
227,cakephp,cakephp,43db90d1b9cdcac0606b038332246eb463d2b839,23f559a4b079911bdf65ec922368ce81ec1461cc,-3128.154336672104,-3128.9767508450414,0.8224141729374423,cakephp,cakephp,f57ebd3ac8e9d6121fbe8c0fc6e6f33b1aa62505,23f559a4b079911bdf65ec922368ce81ec1461cc,21407.27915474982,-3128.9767508450414,24536.255905594862,auth,php
229,curl,curl,5796c7b1322375da0fa15620ca1a9c825df0ab01,dc2ea33e32ba9aeecdcd33c0541a9e33a85774ba,-29071.138911169422,-29073.221478427786,2.0825672583632695,curl,curl,64db60397b9d71a7b0ba381ee80007681b409866,dc2ea33e32ba9aeecdcd33c0541a9e33a85774ba,-32508.6838158941,-29073.221478427786,-3435.4623374663133,ml,c
230,josh,rails,08d0a11a3f62718d601d39e617c834759cf59bbb,f706d5f945c5751072bb90d080aff154e6858435,17440.37150031374,17434.108761016523,6.262739297217195,josh,rails,b33555d3ef26dbe07472c9e1d23f3a6e49a35059,f706d5f945c5751072bb90d080aff154e6858435,17349.823223832536,17434.108761016523,-84.28553718398689,xss,ruby
231,nicolaslopezj,searchable,a1956ee23edc8a041667909b7cf8923696d1c3d1,0f3cd1eeb405a6fe8f5cb376c34ffc3cded999e1,39.19301992350355,29.015840380242572,10.177179543260976,nicolaslopezj,searchable,44a76d1b547429711c6719f888cccade3b41c6ac,0f3cd1eeb405a6fe8f5cb376c34ffc3cded999e1,42.72473996615143,29.015840380242572,13.70889958590886,injec,php
232,MISP,MISP,d319860268e1d31dee0b8d590cde746aca71ae78,8505396b2519031f6c413586ccb14ab81bf69a38,-44486.65947706752,-44487.100957141876,0.441480074354331,MISP,MISP,158f4124e0df54d3f6d29f7bd2a0ee720b33c83b,8505396b2519031f6c413586ccb14ab81bf69a38,-8893.109992390708,-44487.100957141876,35593.99096475117,misc,php
233,scalikejdbc,scalikejdbc,2ac05aaa56f6cabe51b708f9ed8cc4c52dab96ff,db240ce42a1e6041d9459ed9c3c1f42d6570d54b,863.8871078863289,863.8871078863289,0.0,scalikejdbc,scalikejdbc,05a92932f1b39c71127253d6719030eed9ef4496,db240ce42a1e6041d9459ed9c3c1f42d6570d54b,320.77411180784156,863.8871078863289,-543.1129960784873,injec,scala
234,WordPress,WordPress,2f9ab6e3337daa3e68314eb737a8e8bd964725fa,031370065763ebd5f78f88c559de3c63dcbf9257,-12116.344943259974,-12116.344943259974,0.0,WordPress,WordPress,e879a9ab0e9fbc21ce5f82e1ba82c101ef379e95,031370065763ebd5f78f88c559de3c63dcbf9257,-64438.35769397256,-12116.344943259974,-52322.01275071259,xss,php
237,mantisbt,mantisbt,d9db796f8973696bb606dc03ce42857f6d160d78,e4902b6589ee0147844d1b2288da0ab271d34b71,-79274.92517147254,-79276.10565721596,1.180485743418103,mantisbt,mantisbt,9d10ee297d10959ce8cfe6f0200aea8cf01b8358,e4902b6589ee0147844d1b2288da0ab271d34b71,-46919.130106740144,-79276.10565721596,32356.975550475814,misc,php
238,Pylons,pyramid,082d3b2cb9127f8acfd4d081e69c427a37bae91d,a6db36c984bd69f8a6aba80ad6db435cd4b1b93c,-817.5814828732902,-834.3136257304329,16.732142857142776,Pylons,pyramid,a62cc2264c2dda6a0588fddbc5712afea9d89837,a6db36c984bd69f8a6aba80ad6db435cd4b1b93c,-1893.8968728865702,-834.3136257304329,-1059.5832471561373,auth,python
239,openssl,openssl,992bdde62d2eea57bb85935a0c1a0ef0ca59b3da,bbcf3a9b300bc8109bb306a53f6f3445ba02e8e9,-1059680.0139969443,-1059642.732616467,-37.28138047736138,openssl,openssl,7bbb8c5620c7a932988473533e2aca385e4b89c5,bbcf3a9b300bc8109bb306a53f6f3445ba02e8e9,-1521801.0104667388,-1059642.732616467,-462158.2778502719,misc,c
240,joomla,joomla-cms,717946c6e2cb539e03c5eb61795ff7df7dc402de,42b79e27cf7dd6d818d13f5f8401c858854d9a63,-26882.703899850603,-26865.855892412157,-16.848007438446075,joomla,joomla-cms,4bbbf5af6d6923bada5c947b2529b9ba9fd0567a,42b79e27cf7dd6d818d13f5f8401c858854d9a63,-1134826.057703411,-26865.855892412157,-1107960.2018109988,injec,php
241,MISP,MISP,9eb5b7ffb7a5fc8f8fe8c0fe40f070dd92d05b6f,6e842da5bca360649658817a2dd22c4fc09f91b7,-44332.645351612315,-44332.645351612315,0.0,MISP,MISP,98bf40eb7167055e8aa17e609dc536ed3242f308,6e842da5bca360649658817a2dd22c4fc09f91b7,-19067.707421126586,-44332.645351612315,25264.93793048573,xss,php
242,joomla,joomla-cms,874b6955faeb6a136a63b20f749ceb1c103a3933,9169d5f0e1b4ddf887c1e30547b91c64cdcf05a9,-419352.79721787164,-419093.76449607447,-259.03272179717897,joomla,joomla-cms,4b0207e106ad1d4535a6cee1cd7c6f961580b4cf,9169d5f0e1b4ddf887c1e30547b91c64cdcf05a9,-1425664.23814667,-419093.76449607447,-1006570.4736505954,auth,php
243,josh,rails,ae19e4141f27f80013c11e8b1da68e5c52c779ea,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,12024.92434624699,12025.4652649603,-0.5409187133100204,josh,rails,12be0a59856d4f92a85c479843e296342be47789,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,14298.599332677417,12025.4652649603,2273.1340677171174,misc,ruby
244,FFmpeg,FFmpeg,23edd41a0d6994cb5d9983d8f035e8eef78960ad,9244b839b788e4677019041907ff5a4378a23490,14760.347167195137,14018.703063862,741.6441033331375,FFmpeg,FFmpeg,ee109c6bc2cf4aebe6202c2c9022816c968d2d00,9244b839b788e4677019041907ff5a4378a23490,16886.965081046612,14018.703063862,2868.262017184612,misc,c
245,MPOS,php-mpos,256b5f59c60f89be5da5d7c89e78a56d3a6876b3,8fbad03457cc1e0691b816f163b71e8c6d29f13a,-15333.430395674968,-15306.45808532488,-26.972310350087355,MPOS,php-mpos,7350178f48c421577b779251f05fe6f03ffb01e2,8fbad03457cc1e0691b816f163b71e8c6d29f13a,-21666.684153405306,-15306.45808532488,-6360.226068080425,auth,php
246,josh,rails,75dcdbc84e53cd824c4f1c3e4cb82c40f27010c8,9f200fb296da721d50af53712d1e7998a5140e76,17341.921169367022,17348.17017381368,-6.249004446657636,josh,rails,2e42167058fa6e528237f4d78a4cb0bd6c2e099d,9f200fb296da721d50af53712d1e7998a5140e76,6009.534509151084,17348.17017381368,-11338.635664662595,sde,ruby
248,mattpass,ICEcoder,8f1cca087bef95c873e9cf2fd7c4798c185f4c51,d826469c495a2e74d36760f627915a9455091f82,-50.01316818989967,-45.8956562543372,-4.117511935562476,mattpass,ICEcoder,862777f0676097112150202eba129decc274b56c,d826469c495a2e74d36760f627915a9455091f82,-615.2113095491167,-45.8956562543372,-569.3156532947795,auth,php
249,realm,realm-cocoa,45b8dcf36cdda8819cf0b98c233ee8d9fe7b2006,784274fe641361e7292402b3d46c4aad2a8eb211,-1352.8373369916087,-1351.5345413104012,-1.302795681207499,realm,realm-cocoa,70a9056de21a45b36b98fae28cb1043c872dbe5c,784274fe641361e7292402b3d46c4aad2a8eb211,-3790.4164883146204,-1351.5345413104012,-2438.881947004219,ml,objc++
250,freedomofpress,securedrop,8513cba313aa9613bd0128e4d494aca32e1a2b88,e6a502d468aa21922609e3c6acc5ad1b014a8d91,883.0705708172096,885.0172390337871,-1.94666821657745,freedomofpress,securedrop,cf6914bc111947ff52ae9443a24b3342c5cae974,e6a502d468aa21922609e3c6acc5ad1b014a8d91,235.51953941324578,885.0172390337871,-649.4976996205413,sde,python
251,phpmyadmin,phpmyadmin,c9d93f63940fe960d3b6341d8bfb7b707c87e744,9ae2b21e220cde1cb9605dc1d3827bcee4cd4ba4,-87812.48478895001,-87802.20228634997,-10.282502600035514,phpmyadmin,phpmyadmin,8145283d1a71c16688129ad411825276a840da71,9ae2b21e220cde1cb9605dc1d3827bcee4cd4ba4,-72844.49690334263,-87802.20228634997,14957.705383007342,auth,php
252,josh,rails,2ced6f2f8a85957b160710ae5d9fb245a6106550,d99e8c9e1618f509bb35f052d4bd0d1848bce771,17347.379776645623,17346.701284753042,0.6784918925804959,josh,rails,e38ad5ddcc1de38ff485d3d78d9c72283320cdaf,d99e8c9e1618f509bb35f052d4bd0d1848bce771,8153.45335434874,17346.701284753042,-9193.247930404303,dos,ruby
